168975.076442,4.146835,-0.226797,24.199051,2
168975.086445,4.179321,-0.077826,24.320526,2
168975.096451,4.094589,-0.124370,24.173531,2
168975.106454,4.070770,-0.121669,24.099045,2
168975.116460,4.021881,-0.075587,24.003181,2
168975.126463,4.074142,-0.110033,24.039955,2
168975.136469,4.106934,-0.083366,24.077019,2
168975.146472,4.073898,-0.025476,24.117020,2
168975.156477,4.127151,-0.172161,24.276283,2
168975.166481,4.039154,-0.104062,24.166878,2
168975.176486,4.005615,-0.079604,24.272430,2
168975.186490,4.027359,-0.155386,24.405922,2
168975.196495,4.090744,-0.030986,24.378342,2
168975.206499,4.049347,0.037080,24.286896,2
168975.216504,4.118057,-0.201612,24.264549,2
168975.226508,4.213669,-0.227509,24.264130,2
168975.236513,4.194077,-0.100013,24.401161,2
168975.246517,4.173141,-0.205907,24.337982,2
168975.256522,4.218445,-0.141283,24.418282,2
168975.266526,4.136078,-0.245456,24.483139,2
168975.276529,4.208542,-0.280169,24.414070,2
168975.286535,4.122025,-0.401600,24.252510,2
168975.296538,4.245255,-0.373459,24.278168,2
168975.306544,4.262115,-0.481486,24.099701,2
168975.316547,4.272736,-0.319652,24.260872,2
168975.326553,4.188049,-0.263855,24.195404,2
168975.336556,4.186539,-0.194487,24.245529,2
168975.346561,4.175232,-0.330024,24.121208,2
168975.356565,4.197952,-0.289916,24.007744,2
168975.366570,4.197952,-0.289916,24.007744,2
168975.376574,4.385101,-0.361320,24.165428,2
168975.386579,4.233505,-0.230937,24.217674,2
168975.396583,4.277878,-0.149565,23.958336,2
168975.406588,4.113815,-0.176641,23.948914,2
168975.416592,4.148071,-0.295537,24.096825,2
168975.426597,4.303329,-0.164762,23.952354,2
168975.436601,4.084869,-0.125742,23.976768,2
168975.446606,4.143295,-0.132091,23.985497,2
168975.456610,4.065689,-0.128015,24.240936,2
168975.466615,4.234192,-0.124146,24.171486,2
168975.476619,4.145386,-0.232305,24.483490,2
168975.486623,4.217865,-0.259648,24.105156,2
168975.496628,4.236679,-0.242542,24.168106,2
168975.506632,4.211121,-0.188726,24.122444,2
168975.516637,4.236023,-0.264624,24.215599,2
168975.526641,4.207428,-0.304619,24.113510,2
168975.536646,4.279816,-0.077443,24.242188,2
168975.546650,4.236145,-0.256465,24.201668,2
168975.556654,4.225662,-0.077962,24.395309,2
168975.566658,4.204620,-0.246788,24.104050,2
168975.576663,4.099030,0.021563,24.135826,2
168975.586667,4.119263,-0.162070,24.256989,2
168975.596672,4.113403,-0.210503,24.286743,2
168975.606676,4.152161,-0.297587,24.084755,2
168975.616681,4.273254,-0.086336,24.306084,2
168975.626685,4.067627,-0.218924,24.136017,2
168975.636690,4.173737,-0.203629,24.180466,2
168975.646694,4.155884,-0.317539,24.222374,2
168975.656699,4.175125,-0.267828,24.224380,2
168975.666703,4.151108,-0.238310,24.182793,2
168975.676708,4.126221,-0.170002,24.152275,2
168975.686711,4.042297,-0.198460,24.168564,2
168975.696715,4.042297,-0.198460,24.168564,2
168975.706720,4.049545,-0.285711,24.319748,2
168975.716724,3.901810,-0.280001,24.384346,2
168975.726729,3.992844,-0.309748,24.321068,2
168975.736733,4.052658,-0.377521,24.511032,2
168975.746738,4.183899,-0.444033,24.216194,2
168975.756742,4.123856,-0.274552,24.272865,2
168975.766746,4.137955,-0.370801,24.379120,2
168975.776751,4.200363,-0.522112,24.221306,2
168975.786755,4.242004,-0.462698,24.130600,2
168975.796760,4.338806,-0.457544,24.149574,2
168975.806764,4.180420,-0.271095,24.190277,2
168975.816769,4.150299,-0.214460,24.183495,2
168975.826773,4.103226,-0.243752,24.223717,2
168975.836778,4.100143,-0.164455,24.300072,2
168975.846782,4.063934,-0.286109,24.228195,2
168975.856786,4.010452,-0.099171,24.474785,2
168975.866791,4.042191,-0.225960,24.355362,2
168975.876795,4.046829,-0.095510,24.158630,2
168975.886800,4.082214,-0.214963,24.246918,2
168975.896804,4.155045,-0.209051,24.371765,2
168975.906809,4.112289,-0.299587,24.486664,2
168975.916813,4.028320,-0.159868,24.368660,2
168975.926817,4.117355,-0.319669,24.433182,2
168975.936822,4.148895,-0.108383,24.248207,2
168975.946826,4.167053,-0.161591,24.239029,2
168975.956831,4.220810,-0.227002,24.148132,2
168975.966835,4.088043,-0.161031,24.297745,2
168975.976840,3.990387,0.010668,24.349457,2
168975.986844,3.931808,-0.059198,24.253639,2
168975.996848,3.983322,-0.095206,24.301933,2
168976.006853,4.045319,-0.192553,24.453148,2
168976.016857,4.045319,-0.192553,24.453148,2
168976.026862,4.054352,-0.070065,24.269424,2
168976.036866,4.091003,-0.151842,24.236069,2
168976.046871,4.045929,-0.169495,24.345100,2
168976.056875,4.079666,-0.140515,24.519737,2
168976.066879,4.125671,-0.189893,24.272835,2
168976.076884,4.069595,-0.151200,24.382927,2
168976.086888,4.040344,-0.135789,24.393860,2
168976.096893,4.167618,-0.198940,24.266327,2
168976.106897,4.041168,-0.103126,24.295029,2
168976.116902,4.226044,-0.180725,24.188881,2
168976.126906,4.084747,-0.234696,24.022987,2
168976.136910,4.058334,-0.191340,24.048950,2
168976.146915,4.103119,-0.195888,24.147903,2
168976.156919,4.118439,-0.139087,24.081848,2
168976.166924,4.123566,-0.258803,24.020927,2
168976.176928,4.158722,-0.393652,24.078156,2
168976.186933,4.065628,-0.325294,24.284988,2
168976.196937,4.090622,-0.192848,24.385483,2
168976.206942,4.122314,-0.090912,24.193230,2
168976.216946,4.132721,-0.036640,24.426315,2
168976.226950,4.071243,-0.175044,24.056129,2
168976.236955,4.147888,-0.039604,24.225235,2
168976.246959,4.096039,-0.113066,24.000626,2
168976.256964,4.123337,-0.167661,24.263481,2
168976.266968,4.119293,-0.132767,24.122040,2
168976.276973,4.146957,-0.150322,24.137901,2
168976.286977,4.187378,-0.123880,24.215706,2
168976.296981,4.302582,-0.206226,24.169228,2
168976.306986,4.176086,-0.199797,24.171341,2
168976.316990,4.208496,-0.224864,24.278572,2
168976.326995,4.292160,-0.212611,24.210945,2
168976.336999,4.261673,-0.098971,24.246033,2
168976.347004,4.261673,-0.098971,24.246033,2
168976.357008,4.179428,-0.316855,24.488251,2
168976.367012,4.329315,-0.368978,24.362633,2
168976.377017,4.236832,-0.345857,24.597336,2
168976.387021,4.252502,-0.280319,24.313301,2
168976.397026,4.115524,-0.271425,24.296509,2
168976.407030,4.157944,-0.215897,24.196777,2
168976.417035,4.374939,-0.302965,24.586937,2
168976.427039,4.227066,-0.353508,24.514702,2
168976.437043,4.124924,-0.279550,24.550362,2
168976.447048,4.126175,-0.132202,24.293900,2
168976.457052,4.206039,-0.240993,24.496269,2
168976.467057,4.079025,-0.289466,24.521019,2
168976.477061,4.154938,-0.283285,24.420639,2
168976.487066,4.151733,-0.413391,24.393532,2
168976.497070,4.102142,-0.276726,24.444077,2
168976.507075,4.028778,-0.461705,24.531952,2
168976.517079,4.105621,-0.339445,24.534966,2
168976.527083,4.171158,-0.489959,24.419121,2
168976.537088,4.000900,-0.219584,24.530075,2
168976.547092,4.022308,-0.281528,24.573982,2
168976.557097,3.969757,-0.280350,24.632202,2
168976.567101,4.157394,-0.420426,24.531502,2
168976.577106,4.143280,-0.360259,24.595276,2
168976.587110,4.122299,-0.209393,24.538033,2
168976.597114,4.180710,-0.248565,24.684341,2
168976.607119,4.247574,-0.227970,24.344536,2
168976.617123,4.348969,-0.147912,24.304565,2
168976.627128,4.293274,-0.178550,24.309883,2
168976.637132,4.295959,-0.229307,24.291748,2
168976.647137,4.276337,-0.316563,24.258827,2
168976.657141,4.220779,-0.311115,24.294678,2
168976.667146,4.234863,-0.381196,24.320930,2
168976.677150,4.234863,-0.381196,24.320930,2
168976.687155,4.380753,-0.392376,24.149849,2
168976.697160,4.235977,-0.261335,24.042969,2
168976.707164,4.144516,-0.109345,24.118172,2
168976.717169,4.141769,-0.201774,24.287285,2
168976.727173,4.201538,-0.266231,24.252480,2
168976.737178,4.258575,-0.355453,24.195572,2
168976.747182,4.188507,-0.265104,24.180984,2
168976.757186,4.185272,-0.266342,24.069016,2
168976.767191,4.168182,-0.321711,23.957092,2
168976.777195,4.131195,-0.382716,24.077507,2
168976.787200,4.113876,-0.359854,24.137177,2
168976.797204,4.138794,-0.213185,24.291901,2
168976.807209,4.273056,-0.193754,24.121765,2
168976.817213,4.158966,-0.108853,24.238678,2
168976.827218,4.307602,-0.303469,24.200180,2
168976.837222,4.112152,-0.217179,24.217766,2
168976.847226,4.141846,-0.280363,24.140488,2
168976.857231,4.118958,-0.133536,24.276115,2
168976.867235,4.137512,-0.250914,24.199326,2
168976.877240,4.104645,-0.153929,24.146889,2
168976.887244,4.052505,-0.218119,24.187302,2
168976.897249,4.100937,-0.220592,24.355743,2
168976.907253,4.147141,-0.274883,24.288292,2
168976.917257,4.188583,-0.141648,24.230858,2
168976.927262,4.176849,-0.209951,24.051949,2
168976.937266,4.230118,-0.165359,24.049408,2
168976.947271,4.241776,-0.229723,24.133667,2
168976.957275,4.280334,-0.194411,24.202583,2
168976.967280,4.127396,-0.198847,24.122551,2
168976.977284,4.133163,-0.172765,24.007668,2
168976.987289,4.172150,-0.198449,24.240067,2
168976.997293,4.172150,-0.198449,24.240067,2
168977.007297,4.142441,-0.214612,24.103897,2
168977.017302,4.210526,-0.287394,24.150902,2
168977.027306,4.217194,-0.241816,24.155807,2
168977.037311,4.188660,-0.288292,24.226837,2
168977.047315,4.226379,-0.204739,23.961197,2
168977.057320,4.229675,-0.182825,24.022552,2
168977.067324,4.197632,-0.164275,24.024323,2
168977.077328,4.209229,-0.173383,24.031929,2
168977.087333,4.243423,-0.226068,23.983192,2
168977.097337,4.250381,-0.306067,24.121300,2
168977.107342,4.272537,-0.274059,24.192574,2
168977.117346,4.274979,-0.278507,24.036186,2
168977.127351,4.197388,-0.307522,24.068108,2
168977.137355,4.151047,-0.125831,23.918411,2
168977.147360,4.144135,-0.261329,23.890968,2
168977.157364,4.204346,-0.158694,24.056801,2
168977.167368,4.125778,-0.214399,23.980515,2
168977.177373,4.271667,0.033673,23.881859,2
168977.187377,4.300446,-0.190575,24.054886,2
168977.197382,4.314774,-0.238111,23.905075,2
168977.207386,4.107971,-0.249861,24.033760,2
168977.217391,4.192657,-0.198472,24.023209,2
168977.227395,4.234863,-0.109618,23.897438,2
168977.237400,4.270355,-0.013616,23.966637,2
168977.247404,4.221725,-0.065280,23.936417,2
168977.257408,4.162231,-0.133015,24.122795,2
168977.267413,4.225250,-0.044442,23.921761,2
168977.277417,4.218338,-0.063978,24.055878,2
168977.287422,4.250992,-0.157533,24.122200,2
168977.297426,4.300034,-0.037579,23.975822,2
168977.307431,4.286682,-0.121626,24.019882,2
168977.317435,4.295029,-0.155328,23.962402,2
168977.327439,4.295029,-0.155328,23.962402,2
168977.337444,4.215546,-0.092045,24.019264,2
168977.347448,4.288956,0.035017,24.051155,2
168977.357453,4.269638,-0.125461,23.993622,2
168977.367457,4.231430,-0.105769,23.981033,2
168977.377462,4.282837,-0.041306,24.070862,2
168977.387466,4.254745,-0.196435,23.954948,2
168977.397471,4.247604,-0.135345,23.954826,2
168977.407475,4.242676,-0.086684,23.853676,2
168977.417479,4.328766,-0.086622,23.974327,2
168977.427484,4.295807,-0.177873,24.023392,2
168977.437488,4.312134,-0.069020,24.219879,2
168977.447493,4.232834,-0.146796,24.163322,2
168977.457497,4.202911,-0.156225,24.173454,2
168977.467502,4.180557,-0.371837,24.066986,2
168977.477506,4.261841,-0.114552,24.280243,2
168977.487511,4.186386,-0.129277,24.297829,2
168977.497515,4.184265,-0.179250,24.268173,2
168977.507519,4.258789,-0.336024,24.194336,2
168977.517524,4.152267,-0.314449,24.207039,2
168977.527528,4.044434,-0.217673,24.366585,2
168977.537533,4.162918,-0.171496,24.361320,2
168977.547537,4.126083,-0.270811,24.232323,2
168977.557542,4.185043,-0.295157,24.167564,2
168977.567546,4.268738,-0.201442,24.109222,2
168977.577551,4.156174,-0.115069,24.012863,2
168977.587555,4.251877,-0.199374,24.043983,2
168977.597559,4.368225,-0.193251,24.142929,2
168977.607564,4.319458,-0.257691,24.231491,2
168977.617568,4.291916,-0.259276,24.036125,2
168977.627573,4.250534,-0.292617,24.138390,2
168977.637577,4.184845,-0.218173,24.096481,2
168977.647582,4.103165,-0.208382,24.219551,2
168977.657586,4.103165,-0.208382,24.219551,2
168977.667591,4.057663,-0.110015,23.896660,2
168977.677595,4.458755,-0.227965,24.276398,2
168977.687598,4.394318,-0.171446,24.070107,2
168977.697603,4.347702,-0.241072,24.115356,2
168977.707607,4.284592,-0.264076,24.078293,2
