TimeStamp,Distance,ARx,ARy,ARz,NIx,NIy,NIz,Camx,Camy,Camz,AmbientLightIntensity,LightColorEstimate,FeaturePointNumber
24240.961818291,2.4088032,-0.10436067,-0.04473978,-2.5123897,-0.2786202,-0.10451635,-2.3903515,-1.8369915e-08,6.413216e-08,1.720471e-07,963.1996154785156,5964.53564453125,15
24240.978489916,2.4088032,-0.10436067,-0.04473978,-2.5123897,-0.2786202,-0.10451635,-2.3903515,-2.1834555e-08,9.271616e-09,1.0559705e-07,963.1601572036743,5964.53564453125,15
24240.995161875,2.4088032,-0.10302331,-0.046588,-2.5124726,-0.2786202,-0.10451635,-2.3903515,-3.4083643e-09,-5.4936656e-08,-6.6426665e-08,963.1601572036743,5964.53564453125,15
24241.011833541,2.4088032,-0.10383845,-0.047045883,-2.5124812,-0.2786202,-0.10451635,-2.3903515,-6.7583734e-09,9.547932e-09,-1.3295187e-07,965.2600288391113,5964.53564453125,15
24241.0285055,2.4088032,-0.104178086,-0.04860186,-2.5123081,-0.2786202,-0.10451635,-2.3903515,2.6309092e-08,6.452613e-08,-6.651529e-08,964.8463129997253,5964.53564453125,15
24241.045177208,2.4045196,-0.10232737,-0.050767004,-2.5124898,-0.27500466,-0.10306725,-2.386517,3.686133e-09,7.434485e-08,3.897548e-08,964.5153284072876,5964.53564453125,15
24241.061848958,2.4045196,-0.09850554,-0.05066079,-2.5129073,-0.27500466,-0.10306725,-2.386517,-3.8975876e-09,-1.7400806e-07,-6.641945e-08,964.2505645751953,5964.53564453125,15
24241.078520708,2.4045196,-0.09629093,-0.04908567,-2.5131922,-0.27500466,-0.10306725,-2.386517,2.2116726e-08,9.475656e-09,3.440429e-07,964.0387296676636,5964.53564453125,15
24241.095192583,2.4045196,-0.09751892,-0.04807466,-2.513129,-0.27500466,-0.10306725,-2.386517,-3.732603e-09,-5.4875304e-08,-6.6407345e-08,964.0387296676636,5964.53564453125,15
24241.11186425,2.4045196,-0.099572815,-0.047918975,-2.5129147,-0.27500466,-0.10306725,-2.386517,-3.7045442e-09,-5.4936002e-08,1.7201283e-07,965.8796787261963,5964.53564453125,15
