peerPosAR,peerPosNI,MyPos,Distance,Frame,Time
0.13367411+-0.175574+-0.59891254,0.13227873+-0.16269527+-0.579269,0.18900815+0.0025454254+0.09410889,0.6160519,749,1731.322277583
0.13368733+-0.17563635+-0.5989238,0.13197964+-0.16253014+-0.57998097,0.18901806+0.0025543084+0.094090566,0.6166138,750,1731.355620708
0.1337023+-0.17564873+-0.5989048,0.1338482+-0.16311999+-0.58093214,0.18903594+0.0025564265+0.09406373,0.618066,751,1731.388961375
0.13368064+-0.17568718+-0.59885883,0.13753815+-0.16427536+-0.58278924,0.18902892+0.0025410242+0.09416803,0.6209239,752,1731.422306875
0.13372599+-0.1756532+-0.5989382,0.13949053+-0.1648517+-0.5840959,0.18903697+0.0025345068+0.094170816,0.6227372,753,1731.455650458
0.13369854+-0.17563255+-0.59893876,0.1398864+-0.16494437+-0.5845699,0.18905194+0.0025263734+0.094160035,0.6232951,754,1731.488994083
0.133676+-0.17565663+-0.5989143,0.13976027+-0.1637692+-0.58526826,0.18904601+0.002519666+0.09418568,0.6236122,755,1731.522337916
0.13370971+-0.17567755+-0.59890735,0.13893567+-0.16142415+-0.58506507,0.18904558+0.0025286768+0.0941863,0.6226251,756,1731.555681
0.13370934+-0.1756661+-0.598908,0.13873586+-0.16062896+-0.5851477,0.18905263+0.0025414403+0.09418027,0.6224525,757,1731.589023541
0.13371643+-0.17571455+-0.5989099,0.13874094+-0.1597957+-0.5856957,0.18905513+0.0025357825+0.09417707,0.6227545,758,1731.622367
0.13374326+-0.17572516+-0.59889454,0.13897796+-0.1594232+-0.58647895,0.18907765+0.002536213+0.09417648,0.6234486,759,1731.655710375
0.13373291+-0.17572743+-0.5989029,0.13928169+-0.16107483+-0.58379805,0.18910185+0.0025328835+0.0941825,0.62142146,760,1731.689054041
0.13368334+-0.17580439+-0.5989285,0.13987996+-0.16438715+-0.57848704,0.18907462+0.0025204774+0.09423442,0.61744374,761,1731.722397583
0.13364702+-0.17578718+-0.59898376,0.14034076+-0.16620798+-0.57579386,0.18908714+0.0025181351+0.09425882,0.6155154,762,1731.755741125
0.13362916+-0.17579962+-0.5990079,0.14052734+-0.16660576+-0.5753328,0.18909894+0.0025111465+0.09428236,0.6152343,763,1731.78908425
0.1336278+-0.1758156+-0.59902483,0.14031024+-0.166757+-0.57239187,0.18904628+0.002507669+0.094278425,0.61247635,764,1731.822427666
0.13362546+-0.17577124+-0.5990111,0.13923088+-0.16638249+-0.5669711,0.1890298+0.0025092913+0.094284095,0.6070623,765,1731.855770375
0.13360392+-0.17577398+-0.5990102,0.1389279+-0.1663505+-0.56504244,0.18901637+0.0025091935+0.09428807,0.60518295,766,1731.889114541
0.13359904+-0.17574738+-0.59901595,0.13880481+-0.16657186+-0.56283987,0.18899964+0.0025046095+0.09428897,0.6031597,767,1731.922457208
0.13360432+-0.17571478+-0.59901077,0.13896239+-0.16697069+-0.5616598,0.18897954+0.0024995403+0.09429116,0.6022055,768,1731.955800458
0.13358279+-0.17568552+-0.5990111,0.1385436+-0.16593215+-0.5625783,0.18895425+0.0024903324+0.09429034,0.60267913,769,1731.9891425
0.13356967+-0.17565656+-0.5990044,0.1376501+-0.16381353+-0.5643133,0.18893228+0.002475895+0.09427976,0.60351634,770,1732.022486916
0.133532+-0.17562501+-0.5989916,0.13712977+-0.16267571+-0.5647155,0.18891324+0.0024595475+0.09427154,0.60346633,771,1732.055830041
0.13353078+-0.17558788+-0.5989786,0.13700949+-0.16245352+-0.5644823,0.188899+0.0024365438+0.09426868,0.6031608,772,1732.089172916
0.13350579+-0.17555742+-0.59897614,0.13687885+-0.1622874+-0.563682,0.18892173+0.0024321675+0.094257995,0.6023375,773,1732.122517041
0.13352257+-0.17558771+-0.598957,0.13678707+-0.16218032+-0.56282526,0.18893693+0.0024145432+0.09425822,0.601486,774,1732.155860916
0.1334959+-0.17557825+-0.5989634,0.13674423+-0.1621086+-0.5624223,0.18895298+0.0023951277+0.09425941,0.6010799,775,1732.189204375
0.13349031+-0.17557442+-0.59896684,0.13665393+-0.16193186+-0.5616588,0.18894841+0.002392657+0.09422044,0.60029733,776,1732.22255075
0.13345963+-0.17563997+-0.59891385,0.13654423+-0.16174816+-0.5609184,0.18897235+0.0023703414+0.09420823,0.59953,777,1732.255891166
0.13344981+-0.17566316+-0.5989069,0.13708231+-0.1621837+-0.5647485,0.18899657+0.0023383468+0.09419085,0.603354,778,1732.289233708
0.13340211+-0.17570901+-0.59890616,0.13811013+-0.16300221+-0.5722253,0.18897943+0.0023616783+0.09418537,0.6108076,779,1732.322577166
0.133449+-0.17563029+-0.59892714,0.1385846+-0.16331463+-0.57598734,0.18899441+0.0023486614+0.09415799,0.6145232,780,1732.355920833
0.13345034+-0.17564066+-0.5989094,0.13864389+-0.16331111+-0.57663506,0.18901551+0.0023264+0.094126254,0.61514276,781,1732.389263916
0.1334136+-0.17564446+-0.59889376,0.13782978+-0.16439416+-0.5764036,0.18897791+0.0024139031+0.09413526,0.61503136,782,1732.42260625
0.1335114+-0.17567465+-0.59889144,0.13625637+-0.16679572+-0.5754535,0.18899468+0.0024056714+0.09410763,0.61443746,783,1732.455949333
0.13351266+-0.17571768+-0.5988617,0.13571519+-0.16762488+-0.5752538,0.18901213+0.0023814447+0.09407234,0.6143563,784,1732.489292708
0.13352175+-0.17572293+-0.5988259,0.13512494+-0.16850324+-0.57534635,0.18899573+0.002365413+0.09406361,0.6145531,785,1732.522636166
0.13352937+-0.1757335+-0.5988263,0.13482568+-0.16890949+-0.5757178,0.18900229+0.002345449+0.094035566,0.6149466,786,1732.555979333
0.133498+-0.17575905+-0.59881246,0.13448118+-0.16891459+-0.5746243,0.18900993+0.0023206638+0.09400148,0.6138488,787,1732.589322333
0.13347165+-0.17575556+-0.5987659,0.13378774+-0.16898072+-0.5724463,0.18897708+0.0023203073+0.09405458,0.6116767,788,1732.622667458
0.13351029+-0.17572719+-0.59881675,0.13325866+-0.16926381+-0.5713539,0.18896164+0.0023095375+0.094055384,0.6106172,789,1732.65601025
0.13348575+-0.17572588+-0.5988044,0.13305402+-0.1694681+-0.5711765,0.1889455+0.0022904293+0.09404465,0.6104633,790,1732.689352541
0.13347179+-0.17573844+-0.5987156,0.13456689+-0.16829701+-0.57063,0.1889078+0.0023243139+0.09407617,0.6099596,791,1732.722698166
0.13351405+-0.17570615+-0.5987427,0.13831557+-0.16504054+-0.56963974,0.1889005+0.0023219287+0.094078556,0.6089819,792,1732.756039375
0.13352804+-0.17567468+-0.5987588,0.13959014+-0.1639592+-0.5692711,0.18890214+0.0023215478+0.0940901,0.60863584,793,1732.789383791
0.1335193+-0.17567764+-0.5987765,0.14085545+-0.1629555+-0.5688199,0.18891396+0.0023763757+0.09414447,0.6082358,794,1732.822726541
0.13356435+-0.17565909+-0.59884995,0.14131892+-0.16265063+-0.5685567,0.188919+0.0023861835+0.09416613,0.60801566,795,1732.856069
0.13357618+-0.17568101+-0.5988747,0.14076772+-0.16254653+-0.5694497,0.18892977+0.0023885518+0.09418253,0.60869527,796,1732.88941325
0.13356923+-0.17568539+-0.5989097,0.13972498+-0.16226901+-0.5712,0.18894082+0.0023855483+0.09419872,0.61001945,797,1732.922756541
0.13357955+-0.17571767+-0.598916,0.1393749+-0.16189991+-0.5720628,0.18895426+0.0023787152+0.094213985,0.6106495,798,1732.956099125
0.13357955+-0.17571767+-0.598916,0.13942246+-0.16170396+-0.5721973,0.18897477+0.0023671528+0.09422861,0.61073446,799,1732.989442875
0.13357337+-0.17575346+-0.5989372,0.13969079+-0.16131093+-0.5722319,0.18895257+0.0023821844+0.094224736,0.6107242,800,1733.022786541
0.13363071+-0.17572013+-0.59892666,0.13997841+-0.16092855+-0.57222825,0.18896231+0.0023812475+0.09423402,0.61068577,801,1733.056130125
0.13360128+-0.17573899+-0.5989386,0.1401019+-0.16074012+-0.5722469,0.18897706+0.0023757992+0.09425837,0.610682,802,1733.089472875
0.13358957+-0.17576599+-0.59895754,0.14032198+-0.16036516+-0.57231647,0.18894261+0.0024118694+0.09431399,0.61069906,803,1733.122816916
0.13362136+-0.17573228+-0.59901136,0.14054371+-0.1599814+-0.57240176,0.18894058+0.0024163602+0.09435508,0.61072934,804,1733.156160041
0.1336229+-0.17573108+-0.5990607,0.14193642+-0.16173719+-0.57201344,0.18894203+0.002411019+0.0944002,0.6111499,805,1733.189504166
0.13363811+-0.17575139+-0.5991002,0.1446829+-0.16520096+-0.5712377,0.18892479+0.0024446603+0.09444128,0.61199427,806,1733.22284725
0.13365868+-0.17569846+-0.59915894,0.14631687+-0.16699381+-0.5708195,0.18890889+0.0024438603+0.0944781,0.612479,807,1733.256190083
0.13366535+-0.17569935+-0.5991771,0.14676498+-0.16733196+-0.57073075,0.1888873+0.0024355585+0.094517805,0.61259574,808,1733.289533041
0.13365293+-0.17566754+-0.5992226,0.14732543+-0.16773067+-0.5709194,0.1888879+0.00248943+0.094522946,0.61301494,809,1733.322876333
0.13366567+-0.17564143+-0.5992486,0.14726353+-0.16809782+-0.5714394,0.18887526+0.0024865288+0.09454408,0.6135849,810,1733.356220125
0.13358866+-0.17558278+-0.59927696,0.14735682+-0.16828485+-0.5715976,0.18886434+0.0024794813+0.09456631,0.61380583,811,1733.389562291
0.13355772+-0.17554353+-0.5992996,0.1477882+-0.16864261+-0.5717094,0.18890308+0.0025427798+0.09445336,0.61411184,812,1733.422906625
0.13360645+-0.17554502+-0.59919035,0.14836948+-0.16898373+-0.57169706,0.18891838+0.0025496958+0.094423994,0.6143342,813,1733.456249833
0.13362318+-0.1755829+-0.59915346,0.14631428+-0.17039198+-0.57172346,0.1889348+0.002550222+0.09441506,0.61425483,814,1733.489593125
0.13366714+-0.17558831+-0.5991348,0.14217654+-0.17321526+-0.57179636,0.18893342+0.0025530541+0.09440749,0.6141407,815,1733.52293625
0.13364458+-0.17560677+-0.5991214,0.13994105+-0.1750197+-0.57186586,0.18893616+0.0025428364+0.09440809,0.6142035,816,1733.556280166
0.13364242+-0.17563947+-0.5991169,0.13948466+-0.17556563+-0.5718959,0.18893582+0.0025269499+0.094415225,0.61428344,817,1733.58962375
0.13361411+-0.1756104+-0.5991306,0.13986664+-0.1743218+-0.56967694,0.18892807+0.0025127593+0.094426356,0.6119498,818,1733.622966416
0.13358475+-0.17555644+-0.5991548,0.14134808+-0.17028034+-0.56523174,0.1889181+0.0024962947+0.094442956,0.6070104,819,1733.656309916
0.13361159+-0.175525+-0.59917045,0.14179088+-0.16901761+-0.56373036,0.18890044+0.0024783434+0.09445966,0.6053623,820,1733.689653416
0.13359676+-0.17547873+-0.5992005,0.14208794+-0.16806439+-0.5622061,0.18888053+0.0024635019+0.09446916,0.6037469,821,1733.722996375
0.13357577+-0.17545597+-0.5992152,0.14204027+-0.16807546+-0.5615809,0.18886739+0.0024406463+0.09446832,0.6031566,822,1733.756339541
0.13356784+-0.1754199+-0.5992185,0.14193344+-0.16638882+-0.5617675,0.18885654+0.0024060113+0.094466366,0.6028375,823,1733.789683166
0.13355216+-0.17539477+-0.59922105,0.14174533+-0.16293094+-0.56206626,0.18887919+0.002426236+0.09449492,0.60212684,824,1733.823026375
0.13355514+-0.17548135+-0.5992355,0.14164332+-0.16082548+-0.5618978,0.18888791+0.00240249+0.094472595,0.6013791,825,1733.856369
0.13351977+-0.17550921+-0.5992152,0.14161308+-0.16024883+-0.5616725,0.18890035+0.002372152+0.09444255,0.60100746,826,1733.889713125
0.13347915+-0.17554796+-0.59918433,0.1415619+-0.15947124+-0.5611222,0.18893012+0.002395844+0.0944602,0.600274,827,1733.923056375
0.13348332+-0.17557734+-0.59921473,0.14150669+-0.15876034+-0.5605625,0.1889461+0.0023749424+0.09443319,0.59954923,828,1733.95639975
0.13343637+-0.17558722+-0.5991924,0.14147888+-0.15837976+-0.560291,0.18896282+0.0023502875+0.094395846,0.59918815,829,1733.9897435
0.13343637+-0.17558722+-0.5991924,0.14142643+-0.15757151+-0.55976063,0.1889303+0.0025321096+0.09443494,0.5984665,830,1734.023085458
0.13362046+-0.17562567+-0.5992001,0.14137755+-0.1567384+-0.5592358,0.18892488+0.002545896+0.09442335,0.5977451,831,1734.0564295
0.13364795+-0.17566553+-0.59919286,0.14173114+-0.15746216+-0.5613056,0.18892263+0.0025343858+0.09441054,0.599955,832,1734.089773833
0.13365258+-0.17569469+-0.59918135,0.14241353+-0.15886636+-0.5653352,0.18891631+0.0025156594+0.09439398,0.6042549,833,1734.123116416
0.13366996+-0.17571388+-0.59916013,0.14276114+-0.15926808+-0.56728876,0.18890195+0.0024996242+0.09437028,0.60627025,834,1734.156460125
0.13364263+-0.17572291+-0.59915483,0.14282769+-0.1591367+-0.5675776,0.18887927+0.0024890667+0.09433781,0.60652167,835,1734.189803375
0.13366053+-0.17573108+-0.5991181,0.1430238+-0.1590374+-0.5682966,0.18891768+0.0026478951+0.09445954,0.6072147,836,1734.223146958
0.13385667+-0.17579536+-0.59923154,0.14330126+-0.15989478+-0.56970674,0.18891245+0.002666842+0.09446999,0.6088246,837,1734.256490208
0.13381617+-0.17569523+-0.5991965,0.14339954+-0.16012621+-0.57022625,0.18889229+0.0026657197+0.094466835,0.6093946,838,1734.289834291
0.13379905+-0.17565481+-0.59918475,0.14352918+-0.1601418+-0.5708422,0.18887833+0.0026626643+0.09450398,0.6100056,839,1734.323176041
0.13381095+-0.17563021+-0.5992102,0.14359958+-0.15987049+-0.57119507,0.18885694+0.0026571106+0.09450411,0.6102813,840,1734.35652025
0.13379343+-0.1755978+-0.59919214,0.14200895+-0.15972252+-0.5697679,0.18883288+0.0026471252+0.09450355,0.60853374,841,1734.389862833
0.13378078+-0.17557809+-0.59918094,0.1388567+-0.15946533+-0.5669944,0.1887996+0.002631245+0.094506554,0.60513884,842,1734.423205375
0.13377166+-0.1755466+-0.5991783,0.13706774+-0.15925243+-0.56564385,0.18876164+0.002615354+0.09450934,0.6034086,843,1734.456549291
0.13377519+-0.17552173+-0.5991655,0.1366291+-0.15915696+-0.5654382,0.1887176+0.0026016494+0.094507515,0.60309106,844,1734.489894875
0.13377512+-0.17547141+-0.5991533,0.13529901+-0.15775922+-0.56477064,0.18865354+0.0025707493+0.0944833,0.60179704,845,1734.523247875
0.13377273+-0.17539626+-0.5991158,0.1336414+-0.15531848+-0.5635165,0.18861926+0.0025543869+0.09445763,0.5996121,846,1734.556580125
0.13380095+-0.17534658+-0.59907585,0.13295975+-0.15443082+-0.56306416,0.18858959+0.0025384529+0.094427384,0.5988058,847,1734.589923041
0.13380216+-0.17533107+-0.59902966,0.13193183+-0.15337253+-0.56253743,0.18879455+0.0026297148+0.094532065,0.59781057,848,1734.623266583
0.1339462+-0.1755247+-0.5991133,0.13111675+-0.15275697+-0.562248,0.18882802+0.0026450304+0.09454749,0.59720105,849,1734.656609791
0.13395472+-0.1755572+-0.59912616,0.13215609+-0.15164275+-0.5633326,0.18884295+0.0026460772+0.09454774,0.59816754,850,1734.689953791
0.13394779+-0.1755604+-0.599115,0.13422747+-0.14934856+-0.56544733,0.18888174+0.0026409924+0.09455394,0.6000439,851,1734.723296708
0.1339594+-0.17563999+-0.59908247,0.1350994+-0.14765811+-0.5664876,0.18888786+0.0026360785+0.09454097,0.60080194,852,1734.756643666
0.13395627+-0.1756196+-0.5990654,0.13512026+-0.14703527+-0.5666528,0.18888332+0.0026284317+0.09453407,0.6008097,853,1734.789985583
0.13394937+-0.17560405+-0.59904253,0.13482308+-0.1459738+-0.56670713,0.18887442+0.0026357695+0.09456743,0.6005353,854,1734.823326375
0.13396169+-0.17559229+-0.5990546,0.13446662+-0.14494944+-0.56671745,0.18887234+0.0026280982+0.09457995,0.60021687,855,1734.856670041
0.13393256+-0.17558612+-0.5991391,0.13431321+-0.14442775+-0.5667456,0.18887591+0.0026110802+0.094590895,0.6000833,856,1734.890012875
0.13391969+-0.17558041+-0.59914637,0.13404416+-0.1433678+-0.56683904,0.18888567+0.002593844+0.09460299,0.5998572,857,1734.923355875
0.13389483+-0.17559049+-0.59914625,0.13379624+-0.1423026+-0.566951,0.18889539+0.002576556+0.09461288,0.59965396,858,1734.956699166
0.13389483+-0.17559049+-0.59914625,0.133251+-0.14265722+-0.57049954,0.188913+0.002556312+0.09462777,0.60297316,859,1734.990042666
0.13383967+-0.17557156+-0.59921575,0.13214912+-0.14331372+-0.57744044,0.18893284+0.0025324288+0.09463922,0.6094585,860,1735.02338675
0.13379242+-0.17559873+-0.59922105,0.13139452+-0.14317158+-0.58128387,0.18895596+0.002503284+0.09464698,0.61290586,861,1735.056729458
0.13379242+-0.17559873+-0.59922105,0.1311437+-0.14284231+-0.5821766,0.18897702+0.002476574+0.09465877,0.61362225,862,1735.090073125
0.13376947+-0.17561713+-0.5992742,0.12929046+-0.13863581+-0.5805891,0.18898408+0.0025105327+0.09461858,0.6107533,863,1735.123416416
0.13380635+-0.17564283+-0.5992223,0.12640855+-0.13205047+-0.57573754,0.18899883+0.0025101295+0.094601676,0.60406137,864,1735.15675875
0.13382709+-0.17564209+-0.5991899,0.1253449+-0.12965222+-0.5743482,0.18901525+0.0025010258+0.09458525,0.6019941,865,1735.190102875
0.13383535+-0.17563593+-0.59915805,0.12400904+-0.12668775+-0.57361895,0.18896644+0.0025985332+0.09460202,0.6003888,866,1735.223446208
0.13383535+-0.17563593+-0.59915805,0.12315742+-0.12483865+-0.5741186,0.18897054+0.0026066676+0.09460691,0.60030377,867,1735.256789833
0.13391256+-0.1756615+-0.59914434,0.124017656+-0.12759647+-0.57324153,0.18897913+0.0026033223+0.09461257,0.6002225,868,1735.290132458
0.13391256+-0.1756615+-0.59914434,0.12569068+-0.13303083+-0.5713707,0.18890454+0.0026309628+0.094614506,0.5999665,869,1735.32347625
0.13396297+-0.17561528+-0.5991205,0.12628326+-0.13538533+-0.5703373,0.18888098+0.0026336869+0.09461857,0.5996343,870,1735.356818666
0.13396297+-0.17561528+-0.5991205,0.1262229+-0.13552792+-0.5701317,0.18886201+0.0026357414+0.09462218,0.5994583,871,1735.390161708
0.13398977+-0.1755735+-0.5991216,0.12676631+-0.1350104+-0.57027215,0.18884166+0.002636792+0.09462387,0.5995897,872,1735.423507
0.13400015+-0.17556317+-0.5991134,0.12867327+-0.13517572+-0.57080233,0.18881513+0.0026330762+0.094632216,0.60053694,873,1735.45685625
0.13403724+-0.17553659+-0.59910434,0.12929776+-0.13520586+-0.57093865,0.18878181+0.0026308587+0.09464442,0.60080737,874,1735.490193083
0.13402082+-0.17549656+-0.59911066,0.1298186+-0.13507779+-0.5709698,0.18875003+0.0026267476+0.09466241,0.60092044,875,1735.523536208
0.13401227+-0.17545809+-0.5991275,0.1298869+-0.13481073+-0.5708591,0.18871914+0.002612847+0.09468749,0.60077,876,1735.55687925
0.13399695+-0.17542303+-0.5991495,0.1296108+-0.13409494+-0.5724633,0.18868127+0.0026016065+0.09472165,0.6020752,877,1735.590222708
0.13396317+-0.1753759+-0.59919053,0.12908751+-0.13265742+-0.57564443,0.18868434+0.002631124+0.09482122,0.6046719,878,1735.623565625
0.13394287+-0.17536588+-0.5993036,0.12884094+-0.13168788+-0.5774089,0.1886593+0.0026308454+0.094873816,0.60608804,879,1735.656918375
0.13393433+-0.1753389+-0.5993536,0.12880988+-0.1313642+-0.5778108,0.18862997+0.0026308426+0.09492532,0.6063942,880,1735.69025275
0.13393469+-0.17535111+-0.5994341,0.12881544+-0.13083611+-0.5782364,0.1887328+0.0026962645+0.09488862,0.6066868,881,1735.723597375
0.13397543+-0.17543079+-0.5994126,0.12882079+-0.1303354+-0.5785987,0.188743+0.0027067+0.0948931,0.6069254,882,1735.756938875
0.13396081+-0.17544186+-0.599417,0.1288129+-0.1300749+-0.578812,0.18873674+0.0027121939+0.09490601,0.6070713,883,1735.790282666
0.13397701+-0.1754759+-0.5994389,0.12878233+-0.12953725+-0.57929045,0.18872637+0.0027154656+0.0949214,0.60740614,884,1735.823626208
0.13397716+-0.17544705+-0.59945667,0.12875366+-0.12900895+-0.5797904,0.18871833+0.0027188007+0.0949395,0.6077646,885,1735.856978083
0.13398914+-0.17545004+-0.59946245,0.12994026+-0.13134342+-0.5779546,0.18870968+0.0027136866+0.0949542,0.6067677,886,1735.890313208
0.13397652+-0.17542511+-0.5994686,0.1322854+-0.13594349+-0.5743585,0.18870685+0.0027053503+0.09496996,0.6048701,887,1735.923655708
0.13396499+-0.17543545+-0.5994615,0.13361518+-0.13831347+-0.57258326,0.1887079+0.0026862435+0.09498527,0.6040159,888,1735.957002583
0.13396136+-0.17542787+-0.59944576,0.13393445+-0.13875294+-0.5723028,0.18870293+0.0026668878+0.09499919,0.60392165,889,1735.990343208
0.13396198+-0.17537163+-0.59942234,0.13345012+-0.13800602+-0.5725894,0.18882772+0.0027358485+0.09482153,0.60391486,890,1736.023685958
0.13394813+-0.17555769+-0.59921604,0.13178831+-0.1360347+-0.5732588,0.18883751+0.0027464684+0.09479078,0.6037377,891,1736.057029875
0.13395035+-0.17557386+-0.5991773,0.13128275+-0.13543661+-0.5734467,0.18883066+0.0027463343+0.094777055,0.60367155,892,1736.090372708
0.13393079+-0.17560503+-0.5992176,0.13093375+-0.13499954+-0.5735551,0.18886304+0.0027172547+0.09480109,0.60360086,893,1736.123724625
0.13399328+-0.17563988+-0.59921753,0.13099301+-0.13500755+-0.57351035,0.18887383+0.00270861+0.09481146,0.60357296,894,1736.157059875
0.13401172+-0.17565113+-0.59920603,0.13070667+-0.13469473+-0.5734245,0.18888249+0.002697371+0.094819605,0.6033594,895,1736.190402416
0.13396513+-0.1757194+-0.5992945,0.13010648+-0.13403058+-0.5732736,0.18888876+0.0026865108+0.0948171,0.6029383,896,1736.223746666
0.13394752+-0.17573042+-0.59928817,0.12974235+-0.13358396+-0.5732007,0.18889569+0.0026717128+0.09481589,0.6026913,897,1736.257089541
0.13394597+-0.17571679+-0.59927887,0.12965092+-0.1334444+-0.57318544,0.18890992+0.002653041+0.09481795,0.6026262,898,1736.290433666
0.13388963+-0.17570536+-0.5993036,0.12895016+-0.13406122+-0.5741619,0.18893375+0.0026277208+0.09481939,0.60354155,899,1736.323776291
0.1338771+-0.17571312+-0.59929603,0.12774035+-0.1356705+-0.57611394,0.18896218+0.002597073+0.0948202,0.60550094,900,1736.357118916
0.13384394+-0.17573982+-0.59928864,0.12728277+-0.13620183+-0.5767748,0.18899266+0.0025612526+0.094814636,0.6061526,901,1736.3904635
0.13377878+-0.17580415+-0.59932464,0.12669931+-0.13669248+-0.5774447,0.18902098+0.0025205864+0.094805114,0.6067783,902,1736.423814291
0.1337332+-0.17584476+-0.5993182,0.12632278+-0.13683246+-0.57771635,0.18905418+0.0024729865+0.09479553,0.60698986,903,1736.45715025
0.1337033+-0.17589997+-0.59930557,0.12780544+-0.13750896+-0.5772649,0.18908818+0.002419182+0.09478438,0.60702366,904,1736.490491833
0.13364486+-0.17594597+-0.5993152,0.13077429+-0.13888676+-0.57639503,0.18912722+0.002354958+0.09476612,0.60714304,905,1736.523836583
0.13360113+-0.17599417+-0.5992975,0.13236919+-0.13979547+-0.57603014,0.18916537+0.002283439+0.09474309,0.6073509,906,1736.557181291
0.13352573+-0.176036+-0.5992842,0.1326911+-0.14008416+-0.5760142,0.18920249+0.0022078333+0.09472608,0.60747254,907,1736.590522583
0.1334456+-0.17610024+-0.59925556,0.13294932+-0.14053036+-0.5761122,0.1892337+0.0021323801+0.09470303,0.60772496,908,1736.623866208
0.1333458+-0.17614688+-0.5992446,0.13313118+-0.1409407+-0.5762352,0.18926321+0.0020567968+0.09467197,0.6079763,909,1736.6572115
0.13324718+-0.17617889+-0.59922296,0.13325264+-0.14115167+-0.5762867,0.18929935+0.0019778877+0.094642475,0.60810065,910,1736.690552708
0.13312633+-0.17620818+-0.5991886,0.13354824+-0.14159279+-0.57637113,0.18934233+0.0018993495+0.094610974,0.608348,911,1736.723897541
0.13306123+-0.17626044+-0.5991511,0.13387321+-0.14204536+-0.57644534,0.18938893+0.0018150639+0.09456392,0.60859525,912,1736.757240958
0.13297518+-0.1762806+-0.5991064,0.13317657+-0.14055791+-0.5745515,0.18943535+0.0017241738+0.094513714,0.60630184,913,1736.790583208
0.13287903+-0.176327+-0.59902894,0.1318145+-0.13763018+-0.5708645,0.18918215+0.0021865526+0.09467148,0.6018334,914,1736.823925875
0.13331503+-0.17596823+-0.59922564,0.13120441+-0.13620007+-0.5689029,0.18915065+0.0022051428+0.0946601,0.59951276,915,1736.857271958
0.13331333+-0.17593975+-0.5992248,0.13115221+-0.13598777+-0.56849056,0.1891384+0.0021733353+0.09463371,0.59906185,916,1736.890613666
0.13327718+-0.17594084+-0.59922814,0.13027681+-0.13623932+-0.5696636,0.18911535+0.0021343147+0.094605945,0.6000415,917,1736.923956166
0.13324343+-0.17592286+-0.5992084,0.12830383+-0.1367212+-0.5726373,0.18908617+0.0020888392+0.09457682,0.6025513,918,1736.957298791
0.13319497+-0.17589925+-0.59919024,0.12760755+-0.13684802+-0.5735484,0.18904403+0.0020395676+0.09454248,0.6032983,919,1736.99064175
0.13310094+-0.17587651+-0.5991728,0.1268635+-0.13690042+-0.5742191,0.18900277+0.001983226+0.09450435,0.60379106,920,1737.023986
0.13305447+-0.17585087+-0.59913456,0.12651469+-0.13682972+-0.57420135,0.1889674+0.0019249334+0.0944623,0.60368496,921,1737.057329458
0.13298903+-0.17580086+-0.59910005,0.12774907+-0.13708694+-0.5754304,0.18892506+0.0018642684+0.09442078,0.60517174,922,1737.090672416
0.13292874+-0.17576078+-0.59905946,0.13017362+-0.13760205+-0.57789785,0.18900794+0.0023491215+0.09460458,0.6081492,923,1737.124022458
0.13351314+-0.17581463+-0.5992462,0.13140087+-0.13787569+-0.5793139,0.18899968+0.0024033012+0.09461605,0.60982007,924,1737.157359208
0.13356036+-0.17579617+-0.59927,0.13161483+-0.13792889+-0.5796598,0.18897666+0.002409284+0.09460755,0.6102068,925,1737.190702958
0.13357559+-0.17576784+-0.5992571,0.13272592+-0.13900945+-0.57924074,0.1889554+0.0024896932+0.09463389,0.6102947,926,1737.224046041
0.13363539+-0.17575854+-0.5992833,0.13475876+-0.14109355+-0.57766426,0.18894769+0.0024871256+0.09462427,0.609724,927,1737.25738925
0.13362825+-0.17574252+-0.5992712,0.13551821+-0.14183386+-0.57720417,0.18894075+0.0024732088+0.09461144,0.6096283,928,1737.290732125
0.1336008+-0.1757138+-0.59926313,0.13646536+-0.14267272+-0.57694536,0.18892062+0.0024834732+0.09461139,0.6097903,929,1737.324075416
0.13367037+-0.17573115+-0.59923494,0.13705555+-0.14311716+-0.57708484,0.18891636+0.0024701615+0.094613425,0.6101587,930,1737.357418666
0.13367575+-0.1757263+-0.5992189,0.13696016+-0.1430629+-0.5757601,0.18891089+0.002452716+0.09461237,0.60887176,931,1737.390759166
0.13363405+-0.17571285+-0.59920216,0.1368043+-0.14300115+-0.5731186,0.18890329+0.0024481714+0.094587825,0.60632473,932,1737.424105291
0.13367172+-0.17567241+-0.5991639,0.13702062+-0.1432007+-0.57165796,0.18891183+0.0024272222+0.094584756,0.60504043,933,1737.457450083
0.13366573+-0.17566344+-0.5991477,0.1372508+-0.14338322+-0.57132906,0.18891722+0.0024005072+0.09458977,0.60482514,934,1737.490802791
0.13363923+-0.17565669+-0.59913933,0.13780105+-0.14382336+-0.5709892,0.18892509+0.0023925898+0.09456567,0.60473377,935,1737.524135166
0.13366252+-0.17562759+-0.5990965,0.13834427+-0.14428854+-0.5707052,0.18893008+0.0023666695+0.09458086,0.6047005,936,1737.557477916
0.13364886+-0.17563482+-0.59908926,0.13860065+-0.14451429+-0.57053906,0.1889352+0.0023362683+0.094594665,0.6046564,937,1737.590822166
