165157.929420,-0.025951,0.006888,0.019095
165157.939426,0.014410,-0.022597,0.037746
165157.949432,0.033420,-0.049135,0.033676
165157.959438,-0.023199,-0.012893,0.037001
165157.969445,-0.075641,-0.001175,0.014794
165157.979451,-0.039662,-0.001755,-0.010874
165157.989456,0.001225,0.053303,-0.015916
165157.999462,-0.006736,0.007659,-0.032509
165158.009468,-0.032843,0.041432,-0.036949
165158.019474,-0.038259,0.060587,-0.014208
165158.029480,0.021298,-0.015650,-0.015277
165158.039486,0.040596,-0.014604,0.025815
165158.049492,0.033892,-0.014188,0.034121
165158.059497,-0.013095,-0.042985,0.024412
165158.069503,0.003005,-0.019498,0.039921
165158.079509,0.046878,0.006608,-0.007201
165158.089515,0.028622,0.026792,-0.014404
165158.099521,-0.040739,0.026976,-0.029034
165158.109527,-0.089419,0.047076,-0.046065
165158.119533,-0.050579,0.058686,-0.019024
165158.129538,0.019003,-0.017149,-0.013038
165158.139544,0.040632,-0.004475,0.008041
165158.149550,-0.000617,0.000662,0.033345
165158.159556,-0.019707,-0.055195,0.023939
165158.169562,0.002653,-0.010368,0.032721
165158.179568,0.053015,0.009330,0.010238
165158.189573,0.049251,-0.013151,-0.011456
165158.199579,-0.012728,0.042141,-0.019536
165158.209585,-0.051185,0.054254,-0.040283
165158.219591,-0.033496,0.022324,-0.029480
165158.229597,0.006965,0.019637,-0.014540
165158.239603,0.016625,0.008990,-0.005542
165158.249609,-0.015129,-0.021338,0.022545
165158.259614,-0.037840,-0.031295,0.026260
165158.269620,-0.014346,-0.012488,0.026822
165158.279626,0.031777,-0.018339,0.018810
165158.289632,0.034716,-0.009579,-0.001054
165158.299638,-0.003624,0.038699,-0.014899
165158.309644,-0.028615,0.035652,-0.029847
165158.319650,-0.011924,0.026628,-0.031585
165158.329655,0.020681,0.043792,-0.020624
165158.339661,0.023521,0.008401,-0.010273
165158.349667,-0.008739,-0.014010,0.009761
165158.359673,-0.027986,-0.005296,0.022261
165158.369679,-0.011887,-0.027324,0.024681
165158.379685,0.013306,-0.027155,0.024242
165158.389690,0.010243,0.001201,0.007697
165158.399696,-0.019704,0.016584,-0.009902
165158.409702,-0.033532,0.020356,-0.018235
165158.419708,-0.013580,0.035737,-0.029914
165158.429714,0.017346,0.034066,-0.024726
165158.439720,0.026968,0.008582,-0.012326
165158.449726,0.004537,0.008682,0.001577
165158.459731,-0.004416,-0.003696,0.015717
165158.469737,0.006440,-0.026325,0.022828
165158.479743,0.019171,-0.018023,0.021099
165158.489749,0.010003,-0.004264,0.014125
165158.499755,-0.022857,-0.001806,-0.001062
165158.509761,-0.038641,0.022839,-0.013806
165158.519766,-0.026862,0.032491,-0.021948
165158.529772,-0.002237,0.019808,-0.023479
165158.539778,0.002760,0.020641,-0.014611
165158.549784,-0.003221,0.015039,-0.006131
165158.559790,-0.001041,-0.008590,0.010546
165158.569796,0.017751,-0.014598,0.017576
165158.579802,0.032610,-0.009959,0.018043
165158.589807,0.025024,-0.011677,0.015448
165158.599813,-0.007040,-0.001004,0.003574
165158.609819,-0.024322,0.022102,-0.008889
165158.619825,-0.020522,0.021482,-0.019649
165158.629831,-0.011225,0.022083,-0.020204
165158.639837,-0.011261,0.026000,-0.016841
165158.649843,-0.021152,0.011904,-0.007116
165158.659848,-0.014679,-0.003466,0.005229
165158.669854,0.005071,-0.006591,0.015081
165158.679860,0.025338,-0.014680,0.017112
165158.689866,0.023029,-0.012691,0.014723
165158.699872,0.005311,-0.000398,0.004368
165158.709878,-0.001122,0.015593,-0.005493
165158.719884,0.000111,0.017923,-0.017299
165158.729889,0.001479,0.027269,-0.020056
165158.739895,-0.011116,0.025655,-0.017118
165158.749901,-0.023728,0.015258,-0.010684
165158.759907,-0.023411,0.009510,-0.001984
165158.769913,-0.005172,-0.006257,0.011202
165158.779919,0.008006,-0.017935,0.015968
165158.789924,0.008664,-0.010830,0.015721
165158.799930,0.001903,0.000511,0.009631
165158.809936,-0.002588,0.004024,-0.000625
165158.819942,0.009309,0.021555,-0.010739
165158.829948,0.010660,0.025572,-0.016109
165158.839954,0.004789,0.022494,-0.018286
165158.849960,-0.007328,0.021195,-0.013802
165158.859965,-0.010264,0.014354,-0.007111
165158.869971,-0.001197,-0.004020,0.005417
165158.879977,0.003271,-0.011021,0.013572
165158.889983,-0.004587,-0.009984,0.012850
165158.899989,-0.008114,-0.008788,0.010509
165158.909995,-0.009505,0.002109,0.003686
165158.920001,-0.002159,0.014812,-0.006888
165158.930006,0.003739,0.020844,-0.014546
165158.940012,-0.002316,0.023599,-0.016705
165158.950018,-0.001776,0.023143,-0.015321
165158.960024,0.001072,0.013689,-0.007652
165158.970029,0.008859,0.004557,0.001467
165158.980035,0.015631,-0.005658,0.009752
165158.990041,0.005200,-0.008932,0.014405
165159.000046,-0.006778,-0.007916,0.014123
165159.010052,-0.008643,-0.000754,0.005290
165159.020058,-0.007668,0.005314,-0.001903
165159.030064,-0.010283,0.015626,-0.010224
165159.040070,-0.010783,0.022784,-0.013720
165159.050076,-0.012391,0.021024,-0.014617
165159.060082,-0.004458,0.013730,-0.009520
165159.070087,0.007845,0.009810,-0.001813
165159.080093,0.014960,0.000831,0.004177
165159.090099,0.011246,-0.008536,0.010200
165159.100105,0.005185,-0.006716,0.012191
