TimeStamp,Distance,ARx,ARy,ARz,NIx,NIy,NIz,Camx,Camy,Camz,AmbientLightIntensity,LightColorEstimate,FeaturePointNumber
165157.861669541,1.0711154,0.057413097,1.13594,-0.07312088,0.112435006,0.82222265,-0.6771975,2.3283064e-10,1.8626451e-09,1.1641532e-10,1053.3283948898315,5953.0849609375,2
165157.878341291,1.0711154,0.057413097,1.13594,-0.07312088,0.112435006,0.82222265,-0.6771975,9.144757e-11,4.337553e-10,-2.1291904e-10,1054.3122291564941,5953.0849609375,2
165157.895013125,1.0711154,0.057250362,1.1359524,-0.072613195,0.112435006,0.82222265,-0.6771975,1.877099e-10,8.771053e-10,-5.0677275e-11,1055.0992488861084,5953.0849609375,2
165157.911684916,1.0711154,0.057250362,1.1359524,-0.072613195,0.112435006,0.82222265,-0.6771975,-3.6993555e-10,-4.869636e-10,-1.878197e-10,1055.7289123535156,5953.0849609375,2
165157.928356583,1.0711154,0.056853093,1.1358691,-0.07216682,0.112435006,0.82222265,-0.6771975,-2.7459712e-10,-3.9305892e-11,-1.3066061e-10,1055.7289123535156,5953.0849609375,2
165157.945028375,1.0711154,0.056853093,1.1358691,-0.07216682,0.112435006,0.82222265,-0.6771975,0.0,0.0,-1.1641532e-10,1054.438829421997,5953.0849609375,2
165157.961700208,1.0711154,0.057216384,1.1359863,-0.07219546,0.112435006,0.82222265,-0.6771975,-1.3862003e-10,4.2523005e-10,-6.946119e-11,1053.9801120758057,5953.0849609375,2
165157.978372,1.0711154,0.057216384,1.1359863,-0.07219546,0.112435006,0.82222265,-0.6771975,-2.8155459e-10,-9.251366e-11,-1.5573047e-10,1053.6131858825684,5953.0849609375,2
165157.995043625,1.0711154,0.058473334,1.1362026,-0.072919115,0.112435006,0.82222265,-0.6771975,9.203664e-11,-5.080792e-10,-8.508429e-11,1053.3195734024048,5953.0849609375,2
165158.011715583,1.0711154,0.058473334,1.1362026,-0.072919115,0.112435006,0.82222265,-0.6771975,-1.4060507e-10,-4.9912724e-10,1.4253142e-10,1054.3051958084106,5953.0849609375,2
165158.028387208,1.0711154,0.057550438,1.1361077,-0.0719497,0.112435006,0.82222265,-0.6771975,0.0,0.0,-2.3283064e-10,1054.3051958084106,5953.0849609375,2
165158.045059,1.0711154,0.057550438,1.1361077,-0.0719497,0.112435006,0.82222265,-0.6771975,-3.7294676e-10,-4.981448e-10,2.4904684e-11,1055.7243824005127,5953.0849609375,2
165158.061730625,1.0711154,0.057444714,1.1361388,-0.07165796,0.112435006,0.82222265,-0.6771975,0.0,0.0,1.1641532e-10,1056.2289953231812,5953.0849609375,4
165158.078402666,1.0711154,0.057444714,1.1361388,-0.07165796,0.112435006,0.82222265,-0.6771975,-1.364789e-10,4.1411577e-10,-6.649873e-11,1056.6327571868896,5953.0849609375,4
165158.095074208,1.0711154,0.05836544,1.1363662,-0.07320114,0.112435006,0.82222265,-0.6771975,-2.3283064e-10,0.0,0.0,1056.9556951522827,5953.0849609375,4
165158.111746041,1.0711154,0.05836544,1.1363662,-0.07320114,0.112435006,0.82222265,-0.6771975,-1.353814e-10,-5.032239e-10,1.640478e-10,1055.9935569763184,5953.0849609375,4
165158.128417833,1.0711154,0.057387464,1.1362591,-0.07238518,0.112435006,0.82222265,-0.6771975,-3.6875045e-10,-4.9515975e-10,1.5939909e-10,1055.9935569763184,5953.0849609375,4
165158.145089625,1.0711154,0.057387464,1.1362591,-0.07238518,0.112435006,0.82222265,-0.6771975,2.3283064e-10,-9.313226e-10,0.0,1056.8050146102905,5953.0849609375,4
165158.161761291,1.0711154,0.0569976,1.1362065,-0.071968146,0.112435006,0.82222265,-0.6771975,1.0001435e-10,-5.0292354e-10,4.974737e-11,1057.0935010910034,5953.0849609375,4
165158.17843325,1.0711154,0.0569976,1.1362065,-0.071968146,0.112435006,0.82222265,-0.6771975,6.985315e-11,-1.5295625e-09,-6.98511e-11,1057.3242902755737,5953.0849609375,4
165158.195104875,1.0711154,0.05808636,1.1363734,-0.072873004,0.112435006,0.82222265,-0.6771975,-2.3283067e-10,9.313227e-10,-5.820767e-11,1057.508945465088,5953.0849609375,4
165158.211776666,1.0711154,0.05808636,1.1363734,-0.072873004,0.112435006,0.82222265,-0.6771975,-1.3043928e-10,-5.004439e-10,5.7040955e-11,1057.6566457748413,5953.0849609375,4
165158.228448333,1.0711154,0.05749914,1.1363176,-0.0722926,0.112435006,0.82222265,-0.6771975,0.0,0.0,1.1641532e-10,1057.6566457748413,5953.0849609375,4
165158.24512025,1.0711154,0.05749914,1.1363176,-0.0722926,0.112435006,0.82222265,-0.6771975,-3.6300787e-10,4.416469e-10,5.2796083e-11,1059.9770545959473,5953.0849609375,4
165158.261791916,1.0711154,0.056840025,1.1362337,-0.07175773,0.112435006,0.82222265,-0.6771975,-2.3283067e-10,0.0,-2.3283067e-10,1060.8021020889282,5953.0849609375,4
