TimeStamp,Distance,ARx,ARy,ARz,NIx,NIy,NIz,Camx,Camy,Camz,AmbientLightIntensity,LightColorEstimate,FeaturePointNumber
169168.69979525,0.44783705,0.016663687,1.7832814,-0.041425433,0.1868944,0.31665406,-0.2556535,2.3283067e-10,-9.313227e-10,0.0,1017.6715850830078,5946.44921875,2
169168.716467291,0.44783705,0.016314175,1.7832706,-0.04117091,0.1868944,0.31665406,-0.2556535,-3.102142e-10,-5.1221966e-10,1.979004e-10,1017.6715850830078,5946.44921875,2
169168.733139125,0.44783705,0.016314175,1.7832706,-0.04117091,0.1868944,0.31665406,-0.2556535,-2.3283067e-10,0.0,4.6566134e-10,1017.672061920166,5946.44921875,2
169168.749811,0.44783705,0.016314175,1.7832706,-0.04117091,0.1868944,0.31665406,-0.2556535,-2.3283064e-10,-4.656613e-10,0.0,1017.6721811294556,5946.44921875,2
169168.766482666,0.44783705,0.016314175,1.7832706,-0.04117091,0.1868944,0.31665406,-0.2556535,3.1199873e-10,3.671098e-10,-3.8485323e-11,1017.6723003387451,5946.44921875,2
169168.783154708,0.44783705,0.016314175,1.7832706,-0.04117091,0.1868944,0.31665406,-0.2556535,0.0,4.6566134e-10,-4.6566134e-10,1017.6725387573242,5946.44921875,2
169168.7998265,0.44783705,0.016314175,1.7832706,-0.04117091,0.1868944,0.31665406,-0.2556535,-7.628004e-11,4.237859e-10,-2.5953278e-10,1017.6725387573242,5946.44921875,2
169168.816498541,0.44783705,0.016314175,1.7832706,-0.04117091,0.1868944,0.31665406,-0.2556535,0.0,-4.6566134e-10,-4.6566134e-10,1017.6726579666138,5946.44921875,2
169168.83317025,0.44783705,0.016314175,1.7832706,-0.04117091,0.1868944,0.31665406,-0.2556535,-2.3283064e-10,4.656613e-10,0.0,1017.6726579666138,5946.44921875,2
169168.849842208,0.44783705,0.016124923,1.783308,-0.041376654,0.1868944,0.31665406,-0.2556535,3.9297485e-10,-3.7563674e-11,-2.5809738e-10,1017.6726579666138,5946.44921875,2
169168.866513958,0.44783705,0.015860777,1.78337,-0.041736055,0.1868944,0.31665406,-0.2556535,9.050076e-11,-8.108215e-11,-4.9172173e-11,1017.6726579666138,5946.44921875,2
169168.883185916,0.44783705,0.015686272,1.7834524,-0.041692678,0.1868944,0.31665406,-0.2556535,-4.6566134e-10,0.0,-4.6566134e-10,1017.6726579666138,5946.44921875,2
169168.899857666,0.44783705,0.015981665,1.7835362,-0.041801393,0.1868944,0.31665406,-0.2556535,-2.3283064e-10,0.0,-4.656613e-10,1017.6726579666138,5946.44921875,2
169168.933201375,0.44783705,0.016258366,1.783614,-0.0416866,0.1868944,0.31665406,-0.2556535,9.5642425e-11,3.7505382e-10,-5.173302e-10,1017.6726579666138,5946.44921875,2
169168.949873416,0.44783705,0.015966615,1.7836049,-0.041753523,0.1868944,0.31665406,-0.2556535,1.5942503e-10,-4.57637e-11,-2.596389e-10,1017.6726579666138,5946.44921875,2
169168.966545125,0.44783705,0.015846986,1.7836498,-0.041518416,0.1868944,0.31665406,-0.2556535,0.0,0.0,4.6566134e-10,1017.6726579666138,5946.44921875,2
169168.983217125,0.44783705,0.015951073,1.7836859,-0.041316334,0.1868944,0.31665406,-0.2556535,2.3283064e-10,-1.3969839e-09,0.0,1017.6726579666138,5946.44921875,2
169168.999888875,0.44783705,0.01624205,1.7837518,-0.041241713,0.1868944,0.31665406,-0.2556535,2.3283067e-10,0.0,0.0,1017.6726579666138,5946.44921875,2
169169.016560875,0.44783705,0.016346987,1.7837963,-0.041188385,0.1868944,0.31665406,-0.2556535,0.0,4.6566134e-10,0.0,1017.6726579666138,5946.44921875,2
169169.033232583,0.44783705,0.016248085,1.7837924,-0.041222323,0.1868944,0.31665406,-0.2556535,0.0,0.0,-4.6566134e-10,1017.6726579666138,5946.44921875,2
169169.049904583,0.44783705,0.016015925,1.7837615,-0.041219346,0.1868944,0.31665406,-0.2556535,-2.3283064e-10,0.0,0.0,1017.6726579666138,5946.44921875,2
169169.066576375,0.44783705,0.015868554,1.7837569,-0.041245967,0.1868944,0.31665406,-0.2556535,3.0107747e-10,-1.03680564e-10,-7.707934e-11,1017.6726579666138,5946.44921875,2
169169.083248291,0.44783705,0.015997576,1.7837967,-0.041052595,0.1868944,0.31665406,-0.2556535,-1.6952675e-11,3.0409894e-10,1.0014345e-10,1017.6726579666138,5946.44921875,2
169169.099920208,0.44783705,0.016240034,1.7838485,-0.040922098,0.1868944,0.31665406,-0.2556535,-8.344246e-11,4.116577e-10,1.8566856e-10,1016.4933204650879,5946.44921875,2
169169.116592083,0.44783705,0.016245453,1.7838678,-0.040898014,0.1868944,0.31665406,-0.2556535,-1.6639366e-10,-1.03568584e-10,3.7331688e-10,1015.549898147583,5946.44921875,2
169169.133263958,0.44783705,0.016046625,1.7838445,-0.0408933,0.1868944,0.31665406,-0.2556535,1.5002173e-10,-4.925033e-11,-2.761419e-10,1015.549898147583,5946.44921875,2
169169.149935791,0.44783705,0.015794685,1.7838317,-0.040919926,0.1868944,0.31665406,-0.2556535,6.639847e-11,-9.857365e-11,3.756977e-10,1013.7083530426025,5946.44921875,3
169169.166607458,0.44783705,0.015937416,1.7838511,-0.040924773,0.1868944,0.31665406,-0.2556535,2.3283067e-10,4.6566134e-10,0.0,1013.3218765258789,5946.44921875,3
169169.183279625,0.44783705,0.016208576,1.783903,-0.0408957,0.1868944,0.31665406,-0.2556535,-8.321387e-11,-5.2087674e-11,1.7950269e-10,1013.0127668380737,5946.44921875,3
169169.199951291,0.44783705,0.01640476,1.7839428,-0.04083528,0.1868944,0.31665406,-0.2556535,1.5007047e-10,4.147311e-10,1.781204e-10,1012.7654075622559,5946.44921875,3
