peerPosAR,peerPosNI,MyPos,Time
0.32927552+-0.15089399+-0.4808409,0.28273645+0.00873975+-0.6669479,0.004630756+0.17701311+0.08628674,1154
0.32927364+-0.15089484+-0.48085302,0.2828565+0.008246038+-0.6663219,0.0046302867+0.17701878+0.086284384,1155
0.3292699+-0.15089877+-0.48086292,0.2828565+0.008246038+-0.6663219,0.0046295086+0.17702585+0.08628001,1156
0.32926828+-0.15090133+-0.48087752,0.28212705+0.008869312+-0.66642183,0.004626344+0.17703405+0.0862762,1157
0.32926613+-0.15090379+-0.48089018,0.27943352+0.011886441+-0.6678579,0.0046217893+0.17704491+0.08627277,1158
0.32933316+-0.15082012+-0.48103046,0.27563664+0.016217606+-0.6699844,0.0046177157+0.17705618+0.08626664,1159
0.32937312+-0.15078789+-0.48109666,0.27223384+0.020040073+-0.6717789,0.0046138973+0.17706795+0.086258404,1160
0.32940063+-0.150776+-0.48113474,0.26973546+0.022737471+-0.6729095,0.004671817+0.17702268+0.08618281,1161
0.3293641+-0.15083508+-0.4812292,0.26973546+0.022737471+-0.6729095,0.0046893847+0.17701642+0.0861546,1162
0.32936457+-0.15085429+-0.48127705,0.2681056+0.024357187+-0.6734194,0.0046961145+0.17702332+0.086141326,1163
0.32937777+-0.15085812+-0.48130772,0.2670972+0.025209563+-0.67349315,0.004698855+0.17703268+0.086132854,1164
0.3292215+-0.15084678+-0.4812907,0.26644546+0.025630556+-0.67332256,0.0046975403+0.17704254+0.08612726,1165
0.32916296+-0.15084411+-0.48128992,0.26760104+0.024655065+-0.6762585,0.004694245+0.1770535+0.086122565,1166
0.32915112+-0.1508431+-0.48130146,0.2693129+0.023407677+-0.67964584,0.0047141826+0.17706303+0.086078316,1167
0.32914764+-0.15086211+-0.4813462,0.2693129+0.023407677+-0.67964584,0.0047178203+0.1770692+0.08606343,1168
0.3291461+-0.15087426+-0.48136976,0.2707165+0.022383453+-0.68265104,0.0047169803+0.17707536+0.08605627,1169
0.3291457+-0.15088008+-0.48138595,0.27153322+0.021769725+-0.6848015,0.0047166785+0.17708266+0.08604782,1170
0.32921067+-0.15091139+-0.48145372,0.27180195+0.02153538+-0.6861345,0.0047151805+0.17709172+0.08603561,1171
0.3292415+-0.15092507+-0.4814901,0.27168497+0.021565964+-0.6868864,0.0047134934+0.17709945+0.08602259,1172
0.32925814+-0.1509266+-0.48151755,0.2713578+0.021741988+-0.68731016,0.0047700075+0.17694354+0.08602963,1173
0.32910335+-0.15098904+-0.4815134,0.2713578+0.021741988+-0.68731016,0.004784037+0.1768903+0.086023785,1174
0.32905135+-0.1510038+-0.48152485,0.27095205+0.021973014+-0.6875976,0.0047842325+0.17687066+0.08601548,1175
0.32903162+-0.15100436+-0.4815358,0.27054307+0.022204814+-0.68786484,0.0047810385+0.1768624+0.08600836,1176
0.3290246+-0.15100414+-0.48154762,0.27016336+0.022410998+-0.68816525,0.0047748974+0.1768593+0.085999,1177
0.3290249+-0.15099932+-0.48156863,0.26981872+0.022583585+-0.6885119,0.004769076+0.17686066+0.08598909,1178
0.32903308+-0.15099205+-0.48159513,0.26950106+0.022727422+-0.6888981,0.004813744+0.17685501+0.086022116,1179
0.3290305+-0.15103161+-0.48156723,0.26950106+0.022727422+-0.6888981,0.004823749+0.17685306+0.08603071,1180
0.32903203+-0.15103863+-0.48156863,0.26920074+0.02285418+-0.68931013,0.004824729+0.17685191+0.086031824,1181
0.32903436+-0.1510372+-0.48157895,0.26891097+0.022976661+-0.68973434,0.00482227+0.17685091+0.08603195,1182
0.32903892+-0.15103172+-0.48159266,0.26862702+0.023104398+-0.6901614,0.004822039+0.17685038+0.086031765,1183
0.32904127+-0.15103208+-0.48160505,0.270207+0.0201052+-0.688391,0.004823272+0.1768491+0.08603462,1184
0.3290403+-0.15102999+-0.48160934,0.2721666+0.01683312+-0.6860852,0.004947084+0.17682217+0.086094275,1185
0.3290182+-0.15113725+-0.48155773,0.2721666+0.01683312+-0.6860852,0.004987213+0.17681426+0.0861144,1186
0.32900608+-0.15118115+-0.481543,0.2738695+0.01396281+-0.684105,0.004999376+0.17681326+0.08612346,1187
0.32900637+-0.15119192+-0.48155415,0.27502307+0.011927882+-0.68280214,0.005005411+0.17681283+0.08612844,1188
0.32900447+-0.15119563+-0.4815669,0.27565658+0.010675912+-0.6821386,0.0050092814+0.1768141+0.08613176,1189
0.32900527+-0.15119733+-0.48158506,0.27592635+0.009972845+-0.6819245,0.0050131385+0.17681563+0.08613409,1190
0.32900116+-0.15119784+-0.48159376,0.27599466+0.009577406+-0.68196046,0.0050186934+0.17681682+0.086137295,1191
0.32900053+-0.15119426+-0.48160863,0.27599466+0.009577406+-0.68196046,0.0050266264+0.17681883+0.08613929,1192
0.32900065+-0.15119547+-0.48162603,0.27608684+0.009741056+-0.6827252,0.0050361925+0.17682174+0.0861415,1193
0.3290009+-0.15120059+-0.48164508,0.2763985+0.010871285+-0.6848746,0.0050462005+0.1768234+0.08614617,1194
0.32900116+-0.15120871+-0.48166412,0.2768535+0.012488101+-0.68773127,0.0050584623+0.17682548+0.086154215,1195
0.32900068+-0.15121539+-0.48167115,0.2772801+0.013851771+-0.6902235,0.0050694817+0.17682813+0.08616529,1196
0.3290017+-0.15122789+-0.48168162,0.27761295+0.014723522+-0.69200796,0.0051825927+0.17681342+0.0861926,1197
0.3289847+-0.15133947+-0.48167428,0.27761295+0.014723522+-0.69200796,0.005223048+0.17681168+0.08621213,1198
0.32898+-0.15137318+-0.48167598,0.27784762+0.015137467+-0.69313514,0.0052411584+0.17681292+0.08622849,1199
0.32897735+-0.1513822+-0.48168015,0.27800867+0.015233737+-0.69380313,0.005251077+0.17681497+0.08624371,1200
0.32897264+-0.15139107+-0.48168755,0.27812806+0.015155415+-0.6942168,0.00525855+0.17681508+0.08625896,1201
0.32896674+-0.15139352+-0.4816995,0.2793484+0.014882139+-0.6920211,0.0052657323+0.17681459+0.08627581,1202
0.32895988+-0.15139025+-0.48171332,0.2806314+0.014589704+-0.6896994,0.0052738194+0.17681676+0.08629137,1203
0.3289548+-0.15139194+-0.4817363,0.2806314+0.014589704+-0.6896994,0.005282535+0.17682034+0.08630731,1204
0.32894638+-0.15139692+-0.48175356,0.2818033+0.014328014+-0.68770283,0.0052901497+0.17682551+0.0863229,1205
0.32894135+-0.15139487+-0.48177218,0.28271335+0.01412427+-0.6863765,0.0052954564+0.1768304+0.08633632,1206
0.32894382+-0.15136714+-0.4818384,0.2833728+0.013976103+-0.68568075,0.005298518+0.17683235+0.08635234,1207
0.32893628+-0.15135206+-0.48187152,0.28385288+0.013865333+-0.6854296,0.005299247+0.17683418+0.08636893,1208
0.3289263+-0.15133965+-0.48189452,0.28422728+0.013769909+-0.6854281,0.005376396+0.17683583+0.086394176,1209
0.3289109+-0.15140563+-0.48189592,0.28422728+0.013769909+-0.6854281,0.0053982707+0.17683776+0.08641171,1210
0.32889813+-0.15141651+-0.48191255,0.28493872+0.014336558+-0.68508345,0.0054022362+0.17684236+0.08642625,1211
0.3288878+-0.15140954+-0.48193258,0.2864889+0.016355317+-0.6837743,0.0054009934+0.17684776+0.08644127,1212
0.32887742+-0.15139198+-0.4819495,0.28852132+0.019178966+-0.681903,0.0053973543+0.17685504+0.08645781,1213
0.32886904+-0.15137477+-0.48196858,0.29039714+0.021701707+-0.6802099,0.0053918776+0.17686376+0.086476244,1214
0.3288627+-0.15135807+-0.48198828,0.2918942+0.023547152+-0.6789527,0.0054174075+0.17685562+0.08642571,1215
0.32883593+-0.15137781+-0.48207462,0.2918942+0.023547152+-0.6789527,0.0054212683+0.17685807+0.08641433,1216
0.32882196+-0.15137565+-0.4821258,0.29302314+0.024740223+-0.6781202,0.0054189856+0.17686352+0.08641682,1217
0.3288116+-0.1513613+-0.4821635,0.29388934+0.025465088+-0.67759264,0.005414258+0.17686902+0.08642322,1218
0.3284485+-0.15131049+-0.4821777,0.2946078+0.02592202+-0.6772379,0.005407897+0.17687432+0.08643064,1219
0.32831457+-0.15128182+-0.48219088,0.29241452+0.026585782+-0.67924446,0.0054025413+0.17687981+0.086434856,1220
0.32827076+-0.15126331+-0.48220927,0.29005706+0.027248634+-0.6813757,0.005429259+0.17686668+0.08643044,1221
0.32823515+-0.15127769+-0.48223227,0.29005706+0.027248634+-0.6813757,0.0054368027+0.17686577+0.08642839,1222
0.32821846+-0.15128176+-0.48225406,0.28801608+0.02790701+-0.6832328,0.0054414184+0.17686924+0.08642851,1223
0.32820916+-0.1512785+-0.4822732,0.2866873+0.028530568+-0.6844987,0.0054459968+0.17687576+0.08642952,1224
0.32820216+-0.15127772+-0.482294,0.2860457+0.029115468+-0.6852006,0.005448836+0.17688341+0.086429365,1225
0.32819667+-0.15127626+-0.4823182,0.28589416+0.029669797+-0.6855023,0.005451859+0.1768905+0.08643047,1226
0.3281888+-0.15126607+-0.48233736,0.28601578+0.030204501+-0.68558085,0.005461161+0.17687589+0.0864339,1227
0.3281561+-0.1512669+-0.48235172,0.28601578+0.030204501+-0.68558085,0.005463359+0.17687212+0.08643145,1228
0.32813302+-0.15126462+-0.48237202,0.28624752+0.030729016+-0.6855696,0.0054628113+0.17686886+0.08642801,1229
0.32810813+-0.15126364+-0.4823975,0.28649473+0.03125046+-0.6855467,0.0054600397+0.17686334+0.08642318,1230
0.32808226+-0.15126374+-0.48242867,0.28671566+0.03177175+-0.68554705,0.0054564504+0.17685623+0.08641845,1231
0.3280529+-0.15126258+-0.48245484,0.2868972+0.032292843+-0.6855799,0.0054529314+0.17685057+0.086413026,1232
0.32802257+-0.15126203+-0.4824811,0.287041+0.032814838+-0.685642,0.005474393+0.17683856+0.08642353,1233
0.32798558+-0.151285+-0.48249045,0.287041+0.032814838+-0.685642,0.005482749+0.17683372+0.08642439,1234
0.32795247+-0.15129189+-0.4825063,0.2871597+0.033339903+-0.6857232,0.0054865936+0.17683034+0.08642216,1235
0.32792225+-0.1512923+-0.48253083,0.28726915+0.033868294+-0.6858125,0.005488769+0.17682685+0.086419985,1236
0.32821968+-0.15163152+-0.482111,0.28737828+0.034397226+-0.6859032,0.005490578+0.17682457+0.08641805,1237
0.32832333+-0.15177023+-0.48196265,0.2854074+0.028941257+-0.6853373,0.005493761+0.17682151+0.086414576,1238
0.32834628+-0.15182553+-0.48192197,0.28335032+0.023214297+-0.68474674,0.0054967282+0.17681734+0.086407654,1239
0.32834533+-0.15184714+-0.48192036,0.28335032+0.023214297+-0.68474674,0.005499921+0.17681716+0.08639972,1240
0.32834208+-0.15186456+-0.48193616,0.28154552+0.018200647+-0.68424314,0.0055028787+0.17681818+0.0863892,1241
0.32833466+-0.15188007+-0.48195186,0.28026688+0.014705516+-0.68391496,0.0055035157+0.17682137+0.0863767,1242
0.32832873+-0.15189067+-0.48197794,0.27948838+0.012651131+-0.6837502,0.0055014873+0.1768257+0.08636304,1243
0.3283214+-0.15190062+-0.48200083,0.27906972+0.011612971+-0.6836978,0.005499213+0.17682979+0.08634992,1244
0.3283154+-0.15190363+-0.48202375,0.27885693+0.011138932+-0.6837058,0.005499239+0.17683369+0.08633975,1245
0.32830808+-0.1519111+-0.48204273,0.27885693+0.011138932+-0.6837058,0.0054987487+0.17683876+0.08633039,1246
0.328301+-0.15192047+-0.48206204,0.27836287+0.011229605+-0.6834502,0.005497887+0.17684367+0.086320706,1247
0.32829568+-0.1519241+-0.48208198,0.27707765+0.0120892525+-0.6825699,0.0054967543+0.17684712+0.086312,1248
0.3284483+-0.15178229+-0.48194587,0.27533448+0.013292031+-0.6813488,0.005498371+0.17684999+0.08630032,1249
0.32849944+-0.15173113+-0.48190117,0.27374253+0.014249776+-0.6802719,0.005497849+0.1768537+0.08629065,1250
0.32851383+-0.151715+-0.48189414,0.27251127+0.014784976+-0.679501,0.005486042+0.17684482+0.08628003,1251
0.32850572+-0.15169133+-0.48189715,0.27251127+0.014784976+-0.679501,0.005474579+0.176844+0.08627138,1252
0.3284988+-0.15167189+-0.48189917,0.27162868+0.014937284+-0.6790208,0.00546361+0.17684583+0.08626319,1253
0.32849467+-0.1516533+-0.48190552,0.27099833+0.01482638+-0.67874557,0.0054537123+0.1768493+0.08625195,1254
0.3284868+-0.15164953+-0.48191017,0.27051663+0.014571602+-0.6785827,0.0054443134+0.17685448+0.08624096,1255
0.32848194+-0.15164725+-0.48191607,0.27137667+0.014251251+-0.67983866,0.005439332+0.1768523+0.08625262,1256
0.32846677+-0.15163998+-0.48188832,0.27230892+0.013925859+-0.681157,0.00544767+0.17683317+0.08631178,1257
0.32843772+-0.15164857+-0.48181772,0.27230892+0.013925859+-0.681157,0.0054469393+0.1768266+0.0863351,1258
0.32841897+-0.15164712+-0.48178214,0.27307656+0.013620083+-0.68229485,0.005443166+0.17682219+0.08634625,1259
0.3284006+-0.15163845+-0.48175648,0.27349862+0.013340126+-0.6830661,0.005438394+0.17681867+0.08635307,1260
0.32844445+-0.1516718+-0.48177493,0.27359194+0.013081828+-0.6834934,0.0054323943+0.17681536+0.08635644,1261
0.32845354+-0.15167919+-0.48177356,0.27345136+0.012836315+-0.6836793,0.0054255896+0.17681348+0.08635958,1262
0.32845253+-0.15167652+-0.4817694,0.27318057+0.012595389+-0.68373066,0.005423794+0.17681219+0.086386144,1263
0.32844612+-0.15168034+-0.4817355,0.27318057+0.012595389+-0.68373066,0.0054182736+0.17681347+0.08639815,1264
0.32844007+-0.15167663+-0.48171443,0.2726197+0.0124177635+-0.6838092,0.005410779+0.17681636+0.086404845,1265
0.32843596+-0.15166457+-0.48169962,0.27152646+0.012379146+-0.68406135,0.0054036104+0.17682177+0.08640971,1266
0.32843286+-0.15165542+-0.48168442,0.27015418+0.01242107+-0.68442947,0.005395827+0.17683092+0.08641389,1267
0.32843342+-0.15165304+-0.48166993,0.2689078+0.012439828+-0.6847816,0.005385629+0.17684017+0.086419374,1268
0.3284345+-0.15164497+-0.48165077,0.26792315+0.012397555+-0.68506664,0.0053745764+0.17684914+0.08643233,1269
0.32843477+-0.15163839+-0.48162434,0.26792315+0.012397555+-0.68506664,0.0053644744+0.1768574+0.08644016,1270
0.3284358+-0.15162797+-0.4816058,0.26718947+0.01229417+-0.6852799,0.0053541684+0.1768639+0.08644759,1271
0.32843286+-0.15162008+-0.48158634,0.26663315+0.012145558+-0.6854397,0.0053440393+0.17686589+0.08645447,1272
0.32848206+-0.1515475+-0.48164025,0.26617274+0.011969889+-0.685569,0.0053307214+0.17686549+0.086459346,1273
0.32849118+-0.15151301+-0.4816491,0.26852217+0.012195207+-0.683059,0.005315554+0.17686634+0.08646477,1274
0.32849193+-0.15148434+-0.48164704,0.27102846+0.012439701+-0.680417,0.0052993326+0.17686716+0.08646819,1275
0.32848728+-0.15146026+-0.48164088,0.27102846+0.012439701+-0.680417,0.005283759+0.17686456+0.08647053,1276
0.32847646+-0.15143779+-0.4816321,0.273236+0.01263908+-0.6780729,0.0052689416+0.17685924+0.086475715,1277
0.32846293+-0.15141559+-0.48162368,0.27476582+0.0127378255+-0.67638206,0.005254974+0.1768548+0.0864824,1278
0.32844678+-0.15139876+-0.48161334,0.27564222+0.012741915+-0.6753154,0.0052413945+0.1768484+0.08649125,1279
0.32842842+-0.15138204+-0.48160145,0.27605075+0.012680324+-0.674693,0.005229343+0.17684048+0.08649976,1280
0.3284083+-0.15136465+-0.48158917,0.2761953+0.012582082+-0.6743203,0.0052228635+0.17684649+0.08652125,1281
0.32839978+-0.15135431+-0.4815591,0.2761953+0.012582082+-0.6743203,0.005220563+0.17683703+0.086532936,1282
0.32837775+-0.15135016+-0.4815456,0.27622995+0.012469012+-0.67405,0.005220397+0.1768217+0.086539455,1283
0.32834747+-0.1513464+-0.48153144,0.2762448+0.012354896+-0.67379504,0.0052199536+0.17680357+0.08654524,1284
0.3283145+-0.15134598+-0.48152104,0.27628157+0.012244001+-0.6735158,0.005219354+0.17678516+0.08655,1285
0.32827753+-0.15134811+-0.4815065,0.27635387+0.012135056+-0.6732014,0.0052184174+0.17676625+0.08655227,1286
0.32824376+-0.1513418+-0.48149586,0.27645993+0.012027848+-0.67285603,0.005215277+0.17681158+0.08658796,1287
0.32827246+-0.15133382+-0.481449,0.27645993+0.012027848+-0.67285603,0.005220245+0.17682162+0.08659761,1288
0.3282626+-0.15133774+-0.4814247,0.27659082+0.011922144+-0.6724893,0.005229776+0.1768194+0.08659825,1289
0.3282408+-0.15135153+-0.48141244,0.27673542+0.011817463+-0.6721114,0.0052403375+0.17681226+0.08659349,1290
0.32821447+-0.15136598+-0.48140603,0.2768829+0.011716388+-0.6717304,0.0052512274+0.17680399+0.08658505,1291
0.32818875+-0.15137522+-0.48140356,0.28033647+0.016496686+-0.6729004,0.005261813+0.1767934+0.086573556,1292
0.32815802+-0.15138431+-0.48139593,0.28392878+0.021504771+-0.6741306,0.005238733+0.17680639+0.08659635,1293
0.32815346+-0.15136224+-0.48136288,0.28392878+0.021504771+-0.6741306,0.0052356594+0.17680305+0.08660336,1294
0.32812798+-0.15136246+-0.48133546,0.28711125+0.025940174+-0.6751648,0.005237284+0.17679548+0.08660568,1295
0.3280995+-0.15136509+-0.4813147,0.28944352+0.029143382+-0.67579645,0.005242013+0.17678891+0.08660519,1296
0.32817528+-0.15138996+-0.48134544,0.29097986+0.031169122+-0.6760463,0.0052512162+0.17678113+0.086604744,1297
0.32817528+-0.15138996+-0.48134544,0.29196078+0.032354265+-0.67602456,0.005259664+0.17677449+0.08660623,1298
0.32817686+-0.15140872+-0.4813252,0.2926352+0.03306424+-0.6758504,0.005235935+0.17682846+0.086620145,1299
0.32822242+-0.15138213+-0.4813012,0.2926352+0.03306424+-0.6758504,0.0052374033+0.17684501+0.08662718,1300
0.32822365+-0.15138046+-0.48127326,0.29270324+0.032662116+-0.67572695,0.0052468134+0.17685015+0.08662985,1301
0.3282138+-0.15139516+-0.48125568,0.2916944+0.030222531+-0.6758439,0.0052603344+0.17685029+0.08663078,1302
0.3282019+-0.15140717+-0.48124245,0.2901394+0.026737116+-0.6761152,0.0052746083+0.17685017+0.086631306,1303
0.3281887+-0.15141883+-0.481225,0.28886372+0.02376755+-0.6763577,0.005287848+0.17684685+0.0866317,1304
0.32817182+-0.1514294+-0.48120102,0.28813016+0.021819677+-0.67650443,0.0052513154+0.17687462+0.08667385,1305
0.32818785+-0.1513911+-0.48113716,0.28813016+0.021819677+-0.67650443,0.005243086+0.17687976+0.08668749,1306
0.3281812+-0.15138173+-0.48110193,0.28790116+0.020826485+-0.6765537,0.0052454905+0.17687884+0.086692624,1307
0.32816908+-0.15138616+-0.4810743,0.28802672+0.020501912+-0.6765304,0.0052520228+0.17687605+0.08669581,1308
0.328161+-0.15134522+-0.4810862,0.28834805+0.020547861+-0.67646486,0.005260707+0.1768735+0.086697504,1309
0.32815483+-0.15133527+-0.48108184,0.28938287+0.022924945+-0.67703885,0.005272732+0.17687193+0.08669785,1310
0.32814783+-0.15134308+-0.48106867,0.2904499+0.025435016+-0.6776381,0.0052565793+0.17688832+0.08670287,1311
0.32815942+-0.15132476+-0.48105034,0.2904499+0.025435016+-0.6776381,0.005255966+0.1768922+0.08669893,1312
0.32816282+-0.15131672+-0.48104602,0.29141414+0.027662655+-0.6781615,0.0052588983+0.17689236+0.086690515,1313
0.32815528+-0.15132004+-0.4810391,0.2921841+0.029295204+-0.6785233,0.005263389+0.17689134+0.086679235,1314
0.32839143+-0.151328+-0.48119748,0.2927751+0.030368187+-0.67873126,0.005267245+0.1768895+0.08666975,1315
0.32847732+-0.15132129+-0.48126557,0.29324487+0.031049754+-0.67882866,0.0052697915+0.17688598+0.08666107,1316
0.3285099+-0.1513173+-0.4813029,0.29365143+0.031514782+-0.6788625,0.0052643246+0.17690659+0.086668834,1317
0.3285466+-0.15130219+-0.48130217,0.29365143+0.031514782+-0.6788625,0.005264136+0.17690717+0.08666389,1318
0.3285573+-0.15129492+-0.48131353,0.2931058+0.0319005+-0.6789385,0.0052643665+0.17690115+0.08665462,1319
0.32855803+-0.15128757+-0.48132524,0.29051763+0.032289673+-0.6791641,0.0052650464+0.1768935+0.08664454,1320
0.328685+-0.15139638+-0.48147446,0.28681543+0.032707606+-0.6794879,0.0052660247+0.17688602+0.0866361,1321
0.3287197+-0.15143721+-0.48153645,0.28356084+0.033152007+-0.6797998,0.0052667432+0.1768799+0.08663028,1322
0.3287239+-0.15144917+-0.48156226,0.2812764+0.03361774+-0.68005824,0.0052528204+0.17690332+0.086672425,1323
0.3287239+-0.15144917+-0.48156226,0.2812764+0.03361774+-0.68005824,0.0052511385+0.17690927+0.086685434,1324
0.3287533+-0.15142582+-0.48152238,0.27991158+0.03409859+-0.6802621,0.005255972+0.17690805+0.086689755,1325
0.3287511+-0.15142806+-0.48152748,0.27919367+0.03458635+-0.6804272,0.0052626086+0.17690636+0.08669292,1326
0.32874817+-0.15143262+-0.48153082,0.27883583+0.03507336+-0.68057066,0.005269856+0.17690386+0.08669437,1327
0.3287434+-0.1514349+-0.48154598,0.2787223+0.03334568+-0.68503237,0.0052794414+0.17690189+0.08669656,1328
0.3287418+-0.151443+-0.48155546,0.27862436+0.03149818+-0.6896905,0.005255055+0.1769493+0.08671818,1329
0.328791+-0.15141612+-0.48154685,0.27862436+0.03149818+-0.6896905,0.0052536065+0.17696822+0.08672316,1330
0.32881212+-0.15141296+-0.48155275,0.2784662+0.029887957+-0.693841,0.005256928+0.17697762+0.08672333,1331
0.3288088+-0.15140581+-0.48152158,0.2782246+0.028818527+-0.6969034,0.0052602575+0.1769838+0.08672014,1332
0.32881382+-0.15140635+-0.48151803,0.27791098+0.028270412+-0.6989323,0.0052643926+0.17698868+0.08671958,1333
0.3288201+-0.15140449+-0.48151815,0.27754787+0.028090414+-0.70022964,0.0052685654+0.17699385+0.086719304,1334
0.32882947+-0.15140507+-0.4815235,0.27715734+0.028111985+-0.7011182,0.0052856603+0.17699143+0.08672642,1335
0.32882947+-0.15140507+-0.4815235,0.27715734+0.028111985+-0.7011182,0.0052939234+0.17699395+0.08673404,1336
0.32883352+-0.15144105+-0.4815137,0.27675655+0.02821229+-0.7018408,0.0053006886+0.17699839+0.08674172,1337
0.32884133+-0.15144901+-0.48150748,0.2763597+0.028319519+-0.70254123,0.0053086197+0.1770046+0.086747974,1338
0.32885185+-0.15145703+-0.48150012,0.27597657+0.028400498+-0.70328254,0.0053168377+0.17701356+0.08675306,1339
0.32886648+-0.151466+-0.48149496,0.27560875+0.028449021+-0.7040795,0.0053244536+0.17702422+0.08676083,1340
