0.182924,0.947406,0.262603,-0.057202,-0.770993,-0.027494,0.636250,0.180263,0.610008,-0.318850,0.725414,0.192676,0.000000,0.000000,0.000000,1.000000
0.182101,0.947440,0.263052,-0.056755,-0.771271,-0.028307,0.635877,0.180152,0.609901,-0.318679,0.725578,0.192765,0.000000,0.000000,0.000000,1.000000
0.181919,0.948234,0.260302,-0.056396,-0.770304,-0.027109,0.637101,0.180048,0.611177,-0.316412,0.725497,0.192699,0.000000,0.000000,0.000000,1.000000
0.182005,0.949156,0.256860,-0.056022,-0.768778,-0.025512,0.639007,0.179838,0.613070,-0.313771,0.725047,0.192636,0.000000,0.000000,0.000000,1.000000
0.181974,0.949684,0.254922,-0.055577,-0.767347,-0.024959,0.640746,0.179593,0.614869,-0.312213,0.724196,0.192593,0.000000,0.000000,0.000000,1.000000
0.181191,0.949794,0.255070,-0.055006,-0.766527,-0.026096,0.641682,0.179333,0.616122,-0.311785,0.723315,0.192578,0.000000,0.000000,0.000000,1.000000
0.179895,0.950072,0.254954,-0.054318,-0.766209,-0.027205,0.642015,0.179111,0.616896,-0.310843,0.723060,0.192609,0.000000,0.000000,0.000000,1.000000
0.178521,0.950977,0.252532,-0.053468,-0.765933,-0.026796,0.642362,0.179247,0.617638,-0.308098,0.723601,0.192780,0.000000,0.000000,0.000000,1.000000
0.176864,0.952405,0.248280,-0.052592,-0.765442,-0.025478,0.643001,0.179206,0.618723,-0.303768,0.724505,0.192864,0.000000,0.000000,0.000000,1.000000
0.175131,0.954169,0.242673,-0.051686,-0.764237,-0.023646,0.644502,0.179052,0.620702,-0.298332,0.725070,0.192850,0.000000,0.000000,0.000000,1.000000
0.173426,0.955925,0.236920,-0.050769,-0.762557,-0.021899,0.646551,0.178845,0.623242,-0.292794,0.725149,0.192751,0.000000,0.000000,0.000000,1.000000
0.171620,0.957295,0.232667,-0.049832,-0.761347,-0.021004,0.648004,0.178660,0.625218,-0.288350,0.725229,0.192629,0.000000,0.000000,0.000000,1.000000
0.169677,0.958202,0.230343,-0.048853,-0.761013,-0.021109,0.648393,0.178529,0.626154,-0.285311,0.725623,0.192522,0.000000,0.000000,0.000000,1.000000
0.167761,0.958708,0.229642,-0.047763,-0.761404,-0.021959,0.647906,0.178190,0.626195,-0.283544,0.726280,0.192349,0.000000,0.000000,0.000000,1.000000
0.166141,0.959155,0.228952,-0.046661,-0.761613,-0.022668,0.647636,0.178002,0.626373,-0.281972,0.726738,0.192185,0.000000,0.000000,0.000000,1.000000
0.163058,0.960750,0.224435,-0.044332,-0.760776,-0.022403,0.648628,0.177770,0.628197,-0.276509,0.727263,0.191761,0.000000,0.000000,0.000000,1.000000
0.161279,0.961741,0.221456,-0.043084,-0.760273,-0.022002,0.649231,0.177689,0.629265,-0.273074,0.727638,0.191554,0.000000,0.000000,0.000000,1.000000
0.159277,0.962638,0.218993,-0.041779,-0.760307,-0.021888,0.649195,0.177651,0.629734,-0.269904,0.728414,0.191393,0.000000,0.000000,0.000000,1.000000
0.157026,0.963450,0.217041,-0.040420,-0.760855,-0.022095,0.648545,0.177655,0.629637,-0.266975,0.729577,0.191273,0.000000,0.000000,0.000000,1.000000
0.154482,0.964356,0.214832,-0.038834,-0.761563,-0.022295,0.647708,0.177413,0.629411,-0.263667,0.730973,0.191237,0.000000,0.000000,0.000000,1.000000
0.151981,0.965374,0.212024,-0.037298,-0.761684,-0.022311,0.647564,0.177328,0.629872,-0.259913,0.731920,0.191141,0.000000,0.000000,0.000000,1.000000
