128924.101900,0.047039,0.028128,-0.056008,0.002891,-0.999988,0.003875,-0.030967,0.005634,0.086091,216.954208
128924.111905,-0.130880,0.037319,-0.053914,0.003453,-0.999988,0.003431,-0.021031,-0.038296,0.133730,216.967697
128924.121911,-0.193804,0.057305,-0.030584,0.003868,-0.999991,0.001696,0.012383,-0.035562,0.124204,216.965729
128924.131916,-0.127149,0.039913,-0.026437,0.004144,-0.999992,0.000045,0.037848,0.005042,0.057907,216.949921
128924.141922,-0.053211,0.013529,0.008195,0.004263,-0.999991,-0.000803,0.047129,0.029059,-0.007162,216.945541
128924.151927,-0.078860,0.041053,0.033465,0.004003,-0.999991,-0.001406,0.075800,0.022894,-0.028547,216.910080
128924.161933,-0.136604,-0.033804,0.036103,0.003686,-0.999990,-0.002487,0.076636,-0.009241,-0.015885,216.888809
128924.171938,-0.115272,-0.036212,0.064762,0.003149,-0.999988,-0.003812,0.054758,-0.016446,-0.023623,216.882462
128924.181944,0.006572,-0.004271,0.039510,0.002606,-0.999987,-0.004378,0.024112,0.017062,-0.061692,216.862732
128924.191949,0.107457,-0.023074,0.019268,0.002332,-0.999990,-0.003747,-0.048291,0.030310,-0.084677,216.853775
128924.201954,0.089506,-0.022537,-0.006729,0.002244,-0.999994,-0.002677,-0.068086,0.019479,-0.055062,216.866196
128924.211960,0.007528,0.071794,-0.041585,0.002516,-0.999995,-0.002181,-0.085661,-0.014501,-0.011414,216.868423
128924.221965,-0.029890,0.082843,-0.041406,0.002965,-0.999993,-0.002343,-0.071645,-0.026802,0.011986,216.843048
128924.231971,0.030618,0.009835,-0.044584,0.003411,-0.999991,-0.002374,-0.011712,0.003409,0.011193,216.843475
128924.241976,0.072649,0.040446,-0.019210,0.003777,-0.999991,-0.001831,0.027030,0.022147,0.000030,216.852905
128924.251982,0.026450,0.005739,0.009691,0.003821,-0.999992,-0.001273,0.075067,0.016944,0.012138,216.836212
128924.261987,-0.069695,-0.077786,0.026272,0.003657,-0.999992,-0.001537,0.088781,-0.011086,0.045376,216.849976
128924.271993,-0.109994,-0.031704,0.049280,0.003264,-0.999992,-0.002520,0.068636,-0.021127,0.048342,216.861557
128924.281998,-0.050212,-0.030854,0.039257,0.002786,-0.999990,-0.003389,0.031928,0.003057,0.008302,216.848145
128924.292004,0.026035,-0.065743,0.021313,0.002476,-0.999991,-0.003480,-0.026722,0.020010,-0.028807,216.861557
128924.302009,0.026679,0.013135,-0.001633,0.002349,-0.999992,-0.003169,-0.060134,0.015129,-0.038045,216.872284
128924.312013,-0.023426,0.055594,-0.034724,0.002542,-0.999992,-0.003144,-0.077997,-0.007042,-0.027266,216.859467
128924.322019,-0.031583,0.031443,-0.036839,0.002919,-0.999990,-0.003478,-0.066991,-0.017192,-0.016511,216.855606
128924.332024,0.038544,0.052575,-0.039531,0.003334,-0.999988,-0.003478,-0.020333,0.005100,-0.027757,216.856735
128924.342030,0.102552,0.044014,-0.022855,0.003685,-0.999989,-0.002730,0.018120,0.024999,-0.041917,216.846252
128924.352035,0.083591,-0.026905,0.003986,0.003795,-0.999991,-0.001722,0.062840,0.019172,-0.017916,216.847214
128924.362041,-0.002298,-0.034228,0.022576,0.003663,-0.999993,-0.001315,0.082092,-0.004768,0.029315,216.859756
128924.372046,-0.058492,-0.017537,0.039307,0.003336,-0.999993,-0.001685,0.064871,-0.017875,0.048133,216.853241
128924.382052,-0.040440,-0.065301,0.033611,0.002940,-0.999993,-0.002216,0.031972,-0.002250,0.039432,216.853592
128924.392057,-0.006480,-0.037860,0.021920,0.002643,-0.999994,-0.002431,-0.014896,0.013162,0.017507,216.870529
128924.402063,-0.021812,0.019666,0.002072,0.002503,-0.999994,-0.002551,-0.050842,0.008661,0.001071,216.864670
128924.412068,-0.070884,0.011448,-0.023909,0.002619,-0.999992,-0.003020,-0.068049,-0.007622,0.003020,216.860764
128924.422074,-0.073596,0.039058,-0.032750,0.002935,-0.999988,-0.003811,-0.057012,-0.014248,-0.005100,216.866714
128924.432079,-0.002075,0.062322,-0.033973,0.003303,-0.999986,-0.004244,-0.023429,0.003938,-0.037749,216.856125
128924.442084,0.081275,0.010011,-0.022728,0.003622,-0.999986,-0.003810,0.014429,0.023470,-0.064641,216.852051
128924.452090,0.097128,-0.010336,0.002587,0.003730,-0.999989,-0.002856,0.052468,0.022541,-0.052167,216.861420
128924.462095,0.047006,0.000560,0.019104,0.003621,-0.999991,-0.002103,0.067591,0.002555,-0.017764,216.857727
128924.472101,0.001331,-0.037291,0.031130,0.003375,-0.999993,-0.001886,0.056012,-0.011711,0.016778,216.852905
128924.482106,0.003019,-0.047666,0.030034,0.003050,-0.999994,-0.001885,0.028902,-0.003882,0.031060,216.861343
128924.492112,0.016088,-0.007707,0.017317,0.002785,-0.999995,-0.001763,-0.012032,0.008021,0.026543,216.861069
128924.502117,-0.014990,-0.006606,0.000694,0.002669,-0.999995,-0.001719,-0.043105,0.006129,0.029673,216.857147
128924.512123,-0.078779,0.006767,-0.019499,0.002764,-0.999994,-0.002205,-0.052339,-0.009299,0.038597,216.864944
128924.522128,-0.105497,0.050855,-0.028932,0.003020,-0.999990,-0.003206,-0.046432,-0.015803,0.027666,216.862732
128924.532134,-0.055329,0.030319,-0.027235,0.003311,-0.999986,-0.004072,-0.018860,-0.002028,-0.009600,216.853485
128924.542139,0.021848,-0.001632,-0.015194,0.003563,-0.999985,-0.004228,0.015129,0.018524,-0.045485,216.861694
128924.552145,0.060109,0.011005,0.000768,0.003650,-0.999986,-0.003766,0.043378,0.022218,-0.059604,216.864624
128924.562150,0.045037,-0.016077,0.013388,0.003584,-0.999988,-0.003211,0.054613,0.009098,-0.048226,216.860825
128924.572155,0.028242,-0.039555,0.024039,0.003384,-0.999990,-0.002846,0.047534,-0.004191,-0.021080,216.866882
128924.582161,0.041166,-0.013158,0.022521,0.003121,-0.999992,-0.002504,0.023414,-0.001320,-0.004866,216.867340
128924.592166,0.056959,-0.012615,0.012899,0.002913,-0.999994,-0.001975,-0.012053,0.009576,0.002097,216.860657
128924.602172,0.025361,-0.013077,-0.003048,0.002850,-0.999995,-0.001497,-0.036221,0.005518,0.020463,216.866547
128924.612177,-0.041916,0.026732,-0.016976,0.002944,-0.999995,-0.001565,-0.044280,-0.009298,0.044229,216.868820
128924.622183,-0.090073,0.036170,-0.023551,0.003154,-0.999992,-0.002289,-0.038996,-0.016167,0.047822,216.860001
128924.632188,-0.076094,0.013864,-0.022544,0.003432,-0.999989,-0.003209,-0.013213,-0.007686,0.026860,216.861816
128924.642194,-0.026246,0.013083,-0.009837,0.003638,-0.999986,-0.003754,0.015557,0.011247,-0.008636,216.866318
128924.652199,0.004865,0.000046,0.001556,0.003699,-0.999986,-0.003837,0.039742,0.016572,-0.036019,216.864899
128924.662205,0.007952,-0.032922,0.017095,0.003613,-0.999986,-0.003771,0.047839,0.008806,-0.040189,216.871033
128924.672210,0.008730,-0.019477,0.025797,0.003376,-0.999987,-0.003697,0.041225,0.000354,-0.032665,216.874176
128924.682216,0.038966,-0.010660,0.021557,0.003119,-0.999989,-0.003452,0.017328,0.003041,-0.031811,216.867615
128924.692221,0.069704,-0.019120,0.008635,0.002931,-0.999992,-0.002836,-0.013903,0.011344,-0.028094,216.867233
128924.702226,0.060550,0.007871,-0.002304,0.002869,-0.999994,-0.002107,-0.035843,0.008493,-0.008681,216.868805
128924.712232,0.008419,0.031424,-0.018691,0.002970,-0.999994,-0.001724,-0.042826,-0.003454,0.019485,216.862335
128924.722237,-0.044493,0.023885,-0.024690,0.003211,-0.999993,-0.001927,-0.033530,-0.014106,0.041219,216.859909
128924.732243,-0.050904,0.025374,-0.023851,0.003485,-0.999991,-0.002469,-0.007086,-0.008127,0.040265,216.862228
128924.742248,-0.031042,0.015533,-0.009547,0.003686,-0.999989,-0.002927,0.021216,0.006031,0.017164,216.860031
128924.752254,-0.018153,-0.021276,0.006791,0.003729,-0.999988,-0.003188,0.041849,0.011676,-0.001161,216.863678
128924.762259,-0.029459,-0.026694,0.018136,0.003619,-0.999988,-0.003437,0.051038,0.006396,-0.010494,216.871536
128924.772265,-0.030414,-0.018572,0.023761,0.003391,-0.999987,-0.003773,0.039959,-0.000165,-0.017300,216.870758
128924.782270,0.004210,-0.027324,0.020453,0.003142,-0.999987,-0.003922,0.014131,0.002520,-0.028228,216.870377
128924.792276,0.048064,-0.013124,0.008313,0.002960,-0.999989,-0.003645,-0.012543,0.010182,-0.036867,216.873642
128924.802281,0.060169,0.015450,-0.005128,0.002921,-0.999991,-0.003030,-0.036521,0.011237,-0.032798,216.869659
128924.812287,0.033604,0.019826,-0.018385,0.003042,-0.999992,-0.002505,-0.044088,0.001839,-0.011854,216.865768
128924.822292,-0.002078,0.032053,-0.026544,0.003282,-0.999992,-0.002346,-0.033814,-0.008050,0.013729,216.865814
128924.832297,-0.011665,0.034950,-0.022127,0.003569,-0.999991,-0.002428,-0.010421,-0.005274,0.022448,216.861816
