TimeStamp,Distance,ARx,ARy,ARz,NIx,NIy,NIz,Camx,Camy,Camz,AmbientLightIntensity,LightColorEstimate,FeaturePointNumber
28652.580990958,1.6242197,0.0028124582,-0.38190907,-1.5644313,-0.22860341,-0.26557034,-1.5859706,4.656613e-10,0.0,3.7252903e-09,1025.8376598358154,5927.0986328125,3
28652.614335083,1.6242197,-0.001330626,-0.38459918,-1.5637419,-0.22860341,-0.26557034,-1.5859706,-4.656613e-10,0.0,0.0,1026.502251625061,5927.0986328125,3
28652.647678875,1.6220696,-0.0007722699,-0.38709438,-1.5633053,-0.24266453,-0.273822,-1.5802675,0.0,1.8626454e-09,-3.7252907e-09,1025.546908378601,5927.0986328125,3
28652.681023,1.6220696,-0.0006811602,-0.38653713,-1.5633113,-0.24266453,-0.273822,-1.5802675,1.953452e-10,4.3517082e-10,-2.2152566e-09,1024.782657623291,5927.0986328125,3
28652.714366958,1.6220696,0.00081374566,-0.38808268,-1.5631686,-0.24266453,-0.273822,-1.5802675,0.0,-1.8626451e-09,0.0,1024.171233177185,5927.0986328125,3
28652.747710791,1.6220696,0.003062505,-0.38878617,-1.5630796,-0.24266453,-0.273822,-1.5802675,1.902563e-10,4.0580153e-10,1.5216525e-09,1025.1691341400146,5927.0986328125,3
28652.781054875,1.6220696,0.0043303547,-0.38713622,-1.5634611,-0.24266453,-0.273822,-1.5802675,1.8713944e-10,-1.4672614e-09,-2.2094824e-09,1024.4804620742798,5927.0986328125,3
28652.81439875,1.6220696,0.003146806,-0.38703406,-1.5634354,-0.24266453,-0.273822,-1.5802675,-2.745654e-10,2.2496545e-09,-2.1984503e-09,1025.4164934158325,5927.0986328125,3
28652.847742791,1.6220696,0.0051528956,-0.38688618,-1.5636404,-0.24266453,-0.273822,-1.5802675,0.0,1.8626451e-09,0.0,1026.1653661727905,5927.0986328125,3
28652.881086625,1.6220696,0.007195847,-0.38712883,-1.5634989,-0.24266453,-0.273822,-1.5802675,0.0,1.8626451e-09,0.0,1025.2774953842163,5927.0986328125,3
28652.914430666,1.6158817,0.006807553,-0.38823128,-1.5629823,-0.23189381,-0.28013498,-1.574428,0.0,0.0,0.0,1024.5671272277832,5927.0986328125,3
28652.947774666,1.6158817,0.0044505824,-0.38827953,-1.5625863,-0.23189381,-0.28013498,-1.574428,1.9106969e-10,3.782219e-10,1.485037e-09,1025.485873222351,5927.0986328125,3
